wellenlaenge arbitrary
838.633 333.546
838.717 389.573
838.800 546.600
838.884 507.627
838.968 501.654
839.052 499.681
839.136 577.708
839.220 600.735
839.303 507.761
839.387 370.788
839.471 420.815
839.554 468.842
839.638 344.868
839.722 357.895
839.805 348.922
839.889 619.948
839.972 591.975
840.056 472.001
840.140 342.027
840.223 423.054
840.307 511.080
840.390 462.107
840.473 517.133
840.557 521.159
840.640 532.185
840.724 515.211
840.807 510.237
840.890 611.264
840.973 556.290
841.057 476.316
841.140 407.342
841.223 418.367
841.306 568.393
841.390 554.419
841.473 538.445
841.556 514.471
841.639 550.496
841.722 483.522
841.805 452.548
841.888 532.573
841.971 510.599
842.054 501.624
842.137 394.650
842.220 500.675
842.303 605.701
842.386 545.726
842.469 623.752
842.552 537.777
842.635 453.802
842.717 633.827
842.800 551.853
842.883 393.878
842.966 419.903
843.048 437.928
843.131 533.953
843.214 569.978
843.297 629.003
843.379 591.028
843.462 478.053
843.544 430.078
843.627 442.103
843.709 538.127
843.792 470.152
843.875 472.177
843.957 480.202
844.039 575.226
844.122 527.251
844.204 462.275
844.287 465.300
844.369 457.324
844.451 517.349
844.534 513.373
844.616 373.398
844.698 497.422
844.780 472.446
844.863 416.471
844.945 426.495
845.027 429.519
845.109 311.543
845.191 417.568
845.274 403.592
845.356 416.616
845.438 590.640
845.520 539.664
845.602 373.688
845.684 340.712
845.766 411.736
845.848 512.759
845.930 540.783
846.011 513.807
846.093 552.831
846.175 578.855
846.257 531.878
846.339 491.902
846.421 462.926
846.502 485.949
846.584 519.973
846.666 471.996
846.748 518.020
846.829 487.043
846.911 499.067
846.993 543.090
847.074 496.113
847.156 427.137
847.237 496.160
847.319 423.183
847.400 360.207
847.482 367.230
847.563 355.253
847.645 431.276
847.726 527.299
847.808 555.322
847.889 498.345
847.970 426.368
848.052 470.391
848.133 503.414
848.214 427.437
848.296 415.460
848.377 493.483
848.458 499.505
848.539 382.528
848.621 360.551
848.702 537.574
848.783 504.596
848.864 371.619
848.945 379.642
849.026 411.664
849.107 428.687
849.188 483.709
849.269 703.732
849.350 657.754
849.431 447.777
849.512 508.799
849.593 619.821
849.674 581.844
849.755 597.866
849.836 737.888
849.916 686.910
849.997 494.933
850.078 377.955
850.159 398.977
850.239 596.999
850.320 576.021
850.401 464.043
850.481 431.065
850.562 411.087
850.643 388.109
850.723 422.131
850.804 403.153
850.884 364.175
850.965 494.196
851.045 608.218
851.126 476.240
851.206 348.262
851.287 342.283
851.367 467.305
851.447 486.327
851.528 399.348
851.608 369.370
851.689 462.391
851.769 446.413
851.849 386.434
851.929 438.456
852.010 429.477
852.090 532.499
852.170 496.520
852.250 574.541
852.330 450.563
852.410 426.584
852.490 460.605
852.570 432.626
852.651 405.648
852.731 464.669
852.811 446.690
852.891 539.711
852.970 567.732
853.050 571.753
853.130 535.774
853.210 524.795
853.290 537.816
853.370 589.837
853.450 530.858
853.529 525.879
853.609 515.899
853.689 501.920
853.769 465.941
853.848 389.962
853.928 603.982
854.008 635.003
854.087 421.024
854.167 360.044
854.247 425.065
854.326 512.086
854.406 513.106
854.485 481.127
854.565 486.147
854.644 404.168
854.724 373.188
854.803 457.208
854.882 475.229
854.962 584.249
855.041 617.270
855.121 590.290
855.200 481.310
855.279 373.330
855.358 462.351
855.438 387.371
855.517 368.391
855.596 440.411
855.675 377.431
855.754 401.451
855.834 545.471
855.913 447.491
855.992 502.511
856.071 590.531
856.150 561.551
856.229 631.571
856.308 617.591
856.387 593.611
856.466 528.631
856.545 488.650
856.624 442.670
856.703 461.690
856.781 511.710
856.860 513.729
856.939 701.749
857.018 491.769
857.097 286.788
857.175 415.808
857.254 431.827
857.333 448.847
857.411 496.866
857.490 435.886
857.569 430.905
857.647 331.925
857.726 554.944
857.805 514.963
857.883 431.983
857.962 491.002
858.040 525.021
858.119 489.041
858.197 458.060
858.275 641.079
858.354 655.098
858.432 508.117
858.511 460.137
858.589 433.156
858.667 681.175
858.746 618.194
858.824 539.213
858.902 438.232
858.980 392.251
859.058 382.270
859.137 429.289
859.215 411.308
859.293 457.327
859.371 542.345
859.449 494.364
859.527 398.383
859.605 344.402
859.683 478.421
859.761 566.439
859.839 473.458
859.917 602.477
859.995 582.495
860.073 502.514
860.151 448.532
860.229 361.551
860.307 398.570
860.384 502.588
860.462 521.607
860.540 486.625
860.618 523.644
860.695 538.662
860.773 539.680
860.851 470.699
860.928 399.717
861.006 412.735
861.084 382.754
861.161 419.772
861.239 482.790
861.316 550.809
861.394 514.827
861.471 450.845
861.549 513.863
861.626 477.881
861.704 438.899
861.781 509.917
861.859 587.935
861.936 422.954
862.013 491.972
862.091 534.990
862.168 559.007
862.245 478.025
862.322 473.043
862.400 654.061
862.477 559.079
862.554 518.097
862.631 626.115
862.708 599.133
862.785 509.150
862.862 544.168
862.939 483.186
863.017 445.204
863.094 1058.221
863.171 881.239
863.248 451.257
863.324 354.274
863.401 549.292
863.478 605.309
863.555 577.327
863.632 517.344
863.709 451.362
863.786 499.379
863.862 468.397
863.939 410.414
864.016 406.432
864.093 435.449
864.169 446.466
864.246 428.484
864.323 533.501
864.399 481.518
864.476 618.536
864.553 564.553
864.629 416.570
864.706 420.587
864.782 439.604
864.859 431.622
864.935 468.639
865.012 391.656
865.088 507.673
865.164 598.690
865.241 482.707
865.317 419.724
865.394 549.741
865.470 531.758
865.546 587.775
865.622 544.792
865.699 353.809
865.775 360.826
865.851 310.843
865.927 371.859
866.003 479.876
866.080 443.893
866.156 484.910
866.232 541.927
866.308 508.943
866.384 450.960
866.460 599.977
866.536 585.993
866.612 533.010
866.688 576.027
866.764 474.043
866.840 364.060
866.915 572.076
866.991 525.093
867.067 393.110
867.143 443.126
867.219 430.143
867.295 392.159
867.370 494.175
867.446 590.192
867.522 542.208
867.597 454.225
867.673 369.241
867.749 425.257
867.824 470.274
867.900 468.290
867.975 425.306
868.051 376.322
868.126 620.339
868.202 730.355
868.277 446.371
868.353 423.387
868.428 479.403
868.504 445.419
868.579 337.436
868.654 444.452
868.730 544.468
868.805 485.484
868.880 522.500
868.956 498.516
869.031 460.532
869.106 495.548
869.181 550.564
869.256 552.580
869.332 426.595
869.407 496.611
869.482 535.627
869.557 565.643
869.632 582.659
869.707 575.675
869.782 519.690
869.857 428.706
869.932 476.722
870.007 591.738
870.082 622.753
870.157 601.769
870.232 504.785
870.307 430.800
870.381 481.816
870.456 444.832
870.531 443.847
870.606 524.863
870.680 555.878
870.755 589.894
870.830 384.909
870.905 366.925
870.979 512.940
871.054 551.956
871.128 420.971
871.203 311.986
871.278 378.002
871.352 434.017
871.427 624.032
871.501 642.048
871.576 557.063
871.650 465.078
871.725 503.094
871.799 566.109
871.873 535.124
871.948 430.139
872.022 601.155
872.096 599.170
872.171 513.185
872.245 471.200
872.319 398.215
872.393 469.230
872.468 392.245
872.542 267.260
872.616 365.275
872.690 510.290
872.764 356.305
872.838 351.320
872.912 456.335
872.986 494.350
873.060 528.365
873.134 548.380
873.208 561.395
873.282 579.410
873.356 604.425
873.430 576.439
873.504 558.454
873.578 554.469
873.652 395.484
873.725 595.499
873.799 576.513
873.873 529.528
873.947 438.543
874.020 465.557
874.094 441.572
874.168 451.587
874.241 405.601
874.315 377.616
874.389 484.631
874.462 517.645
874.536 479.660
874.609 392.674
874.683 370.689
874.756 474.703
874.830 571.718
874.903 497.732
874.977 430.747
875.050 561.761
875.123 557.776
875.197 574.790
875.270 616.804
875.343 506.819
875.417 488.833
875.490 496.847
875.563 583.862
875.637 613.876
875.710 635.890
875.783 498.904
875.856 453.919
875.929 451.933
876.002 421.947
876.075 520.961
876.148 597.975
876.221 507.990
876.294 592.004
876.367 582.018
876.440 498.032
876.513 446.046
876.586 465.060
876.659 506.074
876.732 673.088
876.805 747.102
876.878 457.116
876.951 401.130
877.023 510.144
877.096 458.158
877.169 498.172
877.242 430.186
877.314 458.200
877.387 552.214
877.460 484.227
877.532 490.241
877.605 514.255
877.677 420.269
877.750 405.283
877.823 428.296
877.895 454.310
877.968 507.324
878.040 509.338
878.112 454.351
878.185 476.365
878.257 690.379
878.330 551.392
878.402 483.406
878.474 380.420
878.547 448.433
878.619 526.447
878.691 508.460
878.763 427.474
878.836 322.488
878.908 506.501
878.980 610.515
879.052 514.528
879.124 450.542
879.196 444.555
879.269 595.568
879.341 635.582
879.413 455.595
879.485 582.609
879.557 508.622
879.629 393.635
879.701 543.649
879.772 533.662
879.844 432.675
879.916 580.689
879.988 619.702
880.060 626.715
880.132 610.728
880.204 510.742
880.275 504.755
880.347 446.768
880.419 486.781
880.490 430.794
880.562 433.808
880.634 469.821
880.705 471.834
880.777 571.847
880.849 634.860
880.920 493.873
880.992 514.886
881.063 582.899
881.135 482.912
881.206 494.925
881.278 478.938
881.349 491.951
881.420 515.964
881.492 456.977
881.563 420.990
881.634 491.003
881.706 495.016
881.777 459.029
881.848 410.042
881.920 490.054
881.991 460.067
882.062 428.080
882.133 478.093
882.204 492.106
882.275 503.119
882.347 438.131
882.418 335.144
882.489 427.157
882.560 531.170
882.631 629.182
882.702 565.195
882.773 531.208
882.844 597.220
882.915 474.233
882.985 332.246
883.056 464.258
883.127 428.271
883.198 428.283
883.269 563.296
883.340 591.308
883.410 567.321
883.481 579.333
883.552 491.346
883.623 521.358
883.693 501.371
883.764 432.383
883.834 369.396
883.905 351.408
883.976 423.421
884.046 615.433
884.117 463.446
884.187 386.458
884.258 441.470
884.328 546.483
884.399 613.495
884.469 492.507
884.540 450.520
884.610 487.532
884.680 528.544
884.751 371.556
884.821 341.569
884.891 528.581
884.961 466.593
885.032 410.605
885.102 437.617
885.172 448.630
885.242 409.642
885.312 408.654
885.383 381.666
885.453 513.678
885.523 582.690
885.593 475.702
885.663 436.714
885.733 567.727
885.803 537.739
885.873 469.751
885.943 439.763
886.013 415.775
886.083 494.787
886.152 510.799
886.222 581.811
886.292 520.823
886.362 433.834
886.432 419.846
886.501 475.858
886.571 460.870
886.641 406.882
886.711 580.894
886.780 562.906
886.850 488.918
886.920 459.929
886.989 491.941
887.059 545.953
887.128 535.965
887.198 482.977
887.267 486.988
887.337 555.000
887.406 591.012
887.476 516.024
887.545 504.035
887.615 562.047
887.684 515.059
887.753 515.070
887.823 506.082
887.892 423.094
887.961 435.105
888.030 555.117
888.100 588.128
888.169 768.140
888.238 655.151
888.307 435.163
888.376 459.175
888.446 356.186
888.515 431.198
888.584 530.209
888.653 469.221
888.722 581.232
888.791 486.244
888.860 410.255
888.929 504.266
888.998 549.278
889.067 478.289
889.136 526.301
889.204 561.312
889.273 521.323
889.342 433.335
889.411 504.346
889.480 508.357
889.549 473.369
889.617 438.380
889.686 526.391
889.755 589.403
889.823 538.414
889.892 548.425
889.961 502.436
890.029 400.448
890.098 407.459
890.166 544.470
890.235 682.481
890.303 561.492
890.372 569.503
890.440 562.515
890.509 547.526
890.577 526.537
890.646 522.548
890.714 398.559
890.782 327.570
890.851 488.581
890.919 473.592
890.987 446.603
891.056 465.614
891.124 572.625
891.192 463.636
891.260 418.647
891.328 388.658
891.397 419.669
891.465 574.680
891.533 654.691
891.601 621.702
891.669 517.713
891.737 488.724
891.805 479.735
891.873 604.746
891.941 504.757
892.009 563.768
892.077 555.778
892.145 456.789
892.213 383.800
892.280 544.811
892.348 504.822
892.416 524.832
892.484 646.843
892.552 591.854
892.619 483.865
892.687 425.876
892.755 435.886
892.822 492.897
892.890 703.908
892.958 630.918
893.025 428.929
893.093 460.940
893.160 521.950
893.228 479.961
893.295 449.972
893.363 439.982
893.430 513.993
893.498 520.003
893.565 444.014
893.633 434.025
893.700 405.035
893.767 342.046
893.835 483.056
893.902 541.067
893.969 618.077
894.037 622.088
894.104 476.098
894.171 408.109
894.238 326.119
894.305 424.130
894.373 493.140
894.440 570.151
894.507 635.161
894.574 543.171
894.641 553.182
894.708 514.192
894.775 439.203
894.842 363.213
894.909 323.223
894.976 330.234
895.043 361.244
895.110 530.254
895.177 519.265
895.243 397.275
895.310 374.285
895.377 438.295
895.444 566.306
895.511 579.316
895.577 515.326
895.644 483.336
895.711 395.347
895.777 363.357
895.844 388.367
895.911 522.377
895.977 493.387
896.044 558.397
896.110 588.408
896.177 438.418
896.243 386.428
896.310 489.438
896.376 398.448
896.443 426.458
896.509 529.468
896.576 545.478
896.642 505.488
896.708 420.498
896.775 413.508
896.841 457.518
896.907 432.528
896.974 469.538
897.040 441.548
897.106 396.558
897.172 443.568
897.238 419.578
897.304 388.588
897.371 413.598
897.437 560.608
897.503 523.618
897.569 403.628
897.635 454.638
897.701 425.648
897.767 474.658
897.833 423.667
897.899 504.677
897.965 597.687
898.031 589.697
898.096 462.707
898.162 499.717
898.228 484.726
898.294 458.736
898.360 541.746
898.426 499.756
898.491 481.765
898.557 497.775
898.623 403.785
898.688 492.795
898.754 700.804
898.820 573.814
898.885 489.824
898.951 550.833
899.016 489.843
899.082 483.853
899.147 480.862
899.213 486.872
899.278 394.882
899.344 558.891
899.409 558.901
899.475 391.910
899.540 571.920
899.605 613.930
899.671 589.939
899.736 600.949
899.801 520.958
899.866 432.968
899.932 398.977
899.997 429.987
900.062 385.996
900.127 400.006
900.192 481.015
900.258 523.025
900.323 442.034
900.388 485.044
900.453 436.053
900.518 441.062
900.583 463.072
900.648 523.081
900.713 595.091
900.778 535.100
900.843 535.109
900.908 398.119
900.972 406.128
901.037 519.137
901.102 586.147
901.167 577.156
901.232 538.165
901.296 614.175
901.361 484.184
901.426 342.193
901.491 400.203
901.555 523.212
901.620 429.221
901.685 353.230
901.749 468.240
901.814 534.249
901.878 435.258
901.943 528.267
902.007 494.276
902.072 431.286
902.136 638.295
902.201 608.304
902.265 633.313
902.329 631.322
902.394 623.331
902.458 513.341
902.523 503.350
902.587 489.359
902.651 505.368
902.715 545.377
902.780 447.386
902.844 420.395
902.908 412.404
902.972 438.413
903.036 518.422
903.100 563.431
903.165 495.440
903.229 512.449
903.293 422.458
903.357 436.467
903.421 523.476
903.485 431.485
903.549 485.494
903.613 465.503
903.677 497.512
903.740 583.521
903.804 452.530
903.868 392.539
903.932 491.548
903.996 561.557
904.060 444.566
904.123 493.574
904.187 472.583
904.251 404.592
904.314 555.601
904.378 488.610
904.442 531.619
904.505 592.628
904.569 508.636
904.633 589.645
904.696 593.654
904.760 447.663
904.823 436.671
904.887 425.680
904.950 562.689
905.014 454.698
905.077 441.706
905.140 445.715
905.204 447.724
905.267 438.733
905.330 437.741
905.394 433.750
905.457 392.759
905.520 385.767
905.584 544.776
905.647 548.785
905.710 468.793
905.773 417.802
905.836 438.811
905.899 487.819
905.962 531.828
906.026 479.836
906.089 465.845
906.152 540.854
906.215 555.862
906.278 575.871
906.341 497.879
906.404 443.888
906.466 501.896
906.529 488.905
906.592 618.913
906.655 579.922
906.718 478.930
906.781 606.939
906.843 600.947
906.906 417.956
906.969 377.964
907.032 475.973
907.094 397.981
907.157 386.990
907.220 536.998
907.282 529.007
907.345 551.015
907.407 532.023
907.470 549.032
907.533 522.040
907.595 501.049
907.658 470.057
907.720 499.065
907.782 552.074
907.845 514.082
907.907 432.090
907.970 615.099
908.032 601.107
908.094 459.115
908.157 507.124
908.219 485.132
908.281 381.140
908.343 477.148
908.406 441.157
908.468 373.165
908.530 476.173
908.592 379.181
908.654 334.190
908.716 424.198
908.778 472.206
908.840 418.214
908.902 618.223
908.964 549.231
909.026 508.239
909.088 427.247
909.150 441.255
909.212 454.263
909.274 507.272
909.336 468.280
909.398 510.288
909.460 531.296
909.522 404.304
909.583 350.312
909.645 398.320
909.707 511.328
909.768 503.336
909.830 489.344
909.892 594.353
909.953 560.361
910.015 440.369
910.077 328.377
910.138 465.385
910.200 467.393
910.261 400.401
910.323 336.409
910.384 443.417
910.446 484.425
910.507 637.433
910.569 595.441
910.630 502.449
910.691 466.457
910.753 467.465
910.814 458.473
910.875 380.480
910.937 483.488
910.998 477.496
911.059 449.504
911.120 590.512
911.182 440.520
911.243 337.528
911.304 572.536
911.365 598.544
911.426 575.551
911.487 522.559
911.548 543.567
911.609 564.575
911.670 516.583
911.731 472.591
911.792 431.598
911.853 436.606
911.914 450.614
911.975 539.622
912.036 619.630
912.097 464.637
912.158 387.645
912.218 411.653
912.279 515.661
912.340 695.668
912.401 491.676
912.461 482.684
912.522 514.692
912.583 500.699
912.643 432.707
912.704 517.715
912.765 532.722
912.825 484.730
912.886 493.738
912.946 515.745
913.007 472.753
913.067 415.761
913.128 385.768
913.188 484.776
913.248 576.784
913.309 482.791
913.369 474.799
913.430 540.806
913.490 433.814
913.550 322.822
913.610 403.829
913.671 456.837
913.731 458.844
913.791 527.852
913.851 405.859
913.912 367.867
913.972 489.874
914.032 535.882
914.092 446.890
914.152 405.897
914.212 424.905
914.272 400.912
914.332 330.920
914.392 311.927
914.452 402.934
914.512 520.942
914.572 495.949
914.632 528.957
914.692 515.964
914.751 458.972
914.811 573.979
914.871 483.987
914.931 556.994
914.991 555.001
915.050 396.009
915.110 500.016
915.170 488.024
915.229 391.031
915.289 529.038
915.349 525.046
915.408 532.053
915.468 576.060
915.527 574.068
915.587 602.075
915.646 508.082
915.706 548.090
915.765 538.097
915.825 504.104
915.884 398.112
915.944 382.119
916.003 455.126
916.062 424.133
916.122 423.141
916.181 489.148
916.240 531.155
916.300 407.162
916.359 480.170
916.418 640.177
916.477 569.184
916.536 680.191
916.595 655.199
916.655 552.206
916.714 713.213
916.773 565.220
916.832 454.227
916.891 592.234
916.950 538.242
917.009 594.249
917.068 572.256
917.127 501.263
917.186 521.270
917.245 490.277
917.303 461.284
917.362 612.292
917.421 539.299
917.480 446.306
917.539 453.313
917.597 508.320
917.656 553.327
917.715 667.334
917.774 573.341
917.832 526.348
917.891 435.355
917.949 433.362
918.008 577.369
918.067 429.376
918.125 448.383
918.184 587.390
918.242 502.397
918.301 440.404
918.359 449.411
918.418 507.418
918.476 609.425
918.534 579.432
918.593 451.439
918.651 431.446
918.709 414.453
918.768 481.460
918.826 548.467
918.884 504.474
918.942 408.481
919.001 413.488
919.059 516.495
919.117 440.502
919.175 388.509
919.233 608.516
919.291 693.523
919.349 431.529
919.408 429.536
919.466 577.543
919.524 522.550
919.582 475.557
919.639 451.564
919.697 396.571
919.755 527.577
919.813 443.584
919.871 413.591
919.929 472.598
919.987 482.605
920.045 495.611
920.102 560.618
920.160 496.625
920.218 448.632
920.276 455.639
920.333 548.645
920.391 505.652
920.449 486.659
920.506 495.666
920.564 548.672
920.621 595.679
920.679 459.686
920.736 418.693
920.794 426.699
920.851 513.706
920.909 603.713
920.966 463.719
921.024 492.726
921.081 493.733
921.138 465.739
921.196 508.746
921.253 479.753
921.310 465.759
921.368 480.766
921.425 600.773
921.482 530.779
921.539 302.786
921.597 493.793
921.654 476.799
921.711 429.806
921.768 445.812
921.825 416.819
921.882 454.826
921.939 418.832
921.996 471.839
922.053 506.845
922.110 560.852
922.167 562.859
922.224 560.865
922.281 510.872
922.338 431.878
922.395 458.885
922.452 478.891
922.508 517.898
922.565 626.904
922.622 664.911
922.679 560.917
922.736 446.924
922.792 390.930
922.849 486.937
922.906 472.943
922.962 448.950
923.019 434.956
923.075 467.963
923.132 614.969
923.189 562.976
923.245 547.982
923.302 641.988
923.358 563.995
923.415 502.001
923.471 494.008
923.527 473.014
923.584 507.021
923.640 568.027
923.696 421.033
923.753 605.040
923.809 495.046
923.865 375.053
923.922 460.059
923.978 541.065
924.034 514.072
924.090 527.078
924.146 511.084
924.203 483.091
924.259 508.097
924.315 511.103
924.371 544.110
924.427 548.116
924.483 327.122
924.539 379.129
924.595 590.135
924.651 526.141
924.707 494.147
924.763 548.154
924.819 488.160
924.874 438.166
924.930 423.173
924.986 494.179
925.042 490.185
925.098 392.191
925.153 398.197
925.209 563.204
925.265 607.210
925.321 577.216
925.376 532.222
925.432 541.229
925.487 550.235
925.543 448.241
925.599 413.247
925.654 491.253
925.710 472.260
925.765 346.266
925.821 488.272
925.876 581.278
925.932 539.284
925.987 435.290
926.042 397.297
926.098 480.303
926.153 457.309
926.208 565.315
926.264 592.321
926.319 574.327
926.374 512.333
926.429 397.339
926.485 434.345
926.540 424.352
926.595 499.358
926.650 461.364
926.705 438.370
926.760 463.376
926.815 395.382
926.871 393.388
926.926 457.394
926.981 457.400
927.036 484.406
927.090 419.412
927.145 446.418
927.200 647.424
927.255 498.430
927.310 413.436
927.365 456.442
927.420 487.448
927.475 616.454
927.529 612.460
927.584 593.466
927.639 513.472
927.694 524.478
927.748 449.484
927.803 517.490
927.857 572.496
927.912 573.502
927.967 556.508
928.021 431.514
928.076 447.520
928.130 505.526
928.185 409.532
928.239 525.538
928.294 499.544
928.348 360.549
928.403 398.555
928.457 556.561
928.511 488.567
928.566 474.573
928.620 479.579
928.674 571.585
928.729 622.591
928.783 471.597
928.837 475.602
928.891 334.608
928.946 313.614
929.000 379.620
929.054 646.626
929.108 603.632
929.162 417.637
929.216 373.643
929.270 442.649
929.324 450.655
929.378 546.661
929.432 583.666
929.486 501.672
929.540 404.678
929.594 513.684
929.648 476.690
929.702 581.695
929.756 544.701
929.809 617.707
929.863 593.713
929.917 602.718
929.971 511.724
930.024 447.730
930.078 413.736
930.132 432.741
930.185 505.747
930.239 525.753
930.293 597.759
930.346 480.764
930.400 582.770
930.453 591.776
930.507 569.781
930.560 546.787
930.614 674.793
930.667 598.798
930.721 580.804
930.774 544.810
930.828 427.815
930.881 381.821
930.934 412.827
930.988 423.832
931.041 392.838
931.094 341.844
931.147 391.849
931.201 531.855
931.254 577.860
931.307 601.866
931.360 690.872
931.413 571.877
931.466 505.883
931.520 577.889
931.573 486.894
931.626 417.900
931.679 489.905
931.732 517.911
931.785 644.916
931.838 564.922
931.891 638.928
931.943 560.933
931.996 462.939
932.049 483.944
932.102 583.950
932.155 569.955
932.208 508.961
932.260 391.966
932.313 413.972
932.366 413.977
932.419 519.983
932.471 565.988
932.524 495.994
932.577 435.999
932.629 479.005
932.682 492.010
932.734 436.016
932.787 516.021
932.840 488.027
932.892 386.032
932.944 432.038
932.997 547.043
933.049 480.049
933.102 447.054
933.154 443.059
933.207 514.065
933.259 464.070
933.311 482.076
933.363 509.081
933.416 412.087
933.468 408.092
933.520 506.097
933.572 665.103
933.625 569.108
933.677 423.114
933.729 489.119
933.781 497.124
933.833 361.130
933.885 426.135
933.937 546.140
933.989 521.146
934.041 385.151
934.093 347.156
934.145 415.162
934.197 398.167
934.249 554.173
934.301 526.178
934.353 553.183
934.405 539.189
934.456 378.194
934.508 442.199
934.560 496.204
934.612 448.210
934.664 560.215
934.715 607.220
934.767 540.226
934.819 635.231
934.870 532.236
934.922 395.241
934.973 319.247
935.025 370.252
935.077 381.257
935.128 430.263
935.180 551.268
935.231 554.273
935.282 486.278
935.334 417.283
935.385 424.289
935.437 414.294
935.488 485.299
935.539 430.304
935.591 378.310
935.642 385.315
935.693 409.320
935.745 464.325
935.796 502.330
935.847 643.336
935.898 581.341
935.949 435.346
936.000 460.351
936.052 410.356
936.103 495.361
936.154 555.367
936.205 548.372
936.256 434.377
936.307 384.382
936.358 538.387
936.409 538.392
936.460 611.398
936.511 544.403
936.561 498.408
936.612 483.413
936.663 514.418
936.714 460.423
936.765 466.428
936.816 522.433
936.866 439.438
936.917 464.444
936.968 464.449
937.018 571.454
937.069 583.459
937.120 384.464
937.170 418.469
937.221 467.474
937.271 498.479
937.322 478.484
937.373 395.489
937.423 461.494
937.473 501.499
937.524 496.504
937.574 635.509
937.625 656.514
937.675 549.519
937.726 512.524
937.776 493.529
937.826 482.534
937.876 528.539
937.927 509.544
937.977 460.549
938.027 475.554
938.077 532.559
938.128 566.564
938.178 494.569
938.228 530.574
938.278 535.579
938.328 514.584
938.378 598.589
938.428 520.594
938.478 419.599
938.528 554.604
938.578 410.609
938.628 315.614
938.678 412.619
938.728 427.624
938.778 501.629
938.828 516.634
938.878 527.639
938.927 563.644
938.977 550.649
939.027 476.653
939.077 589.658
939.126 508.663
939.176 506.668
939.226 536.673
939.276 598.678
939.325 560.683
939.375 546.688
939.424 508.693
939.474 472.697
939.523 464.702
939.573 525.707
939.622 604.712
939.672 563.717
939.721 602.722
939.771 479.727
939.820 385.731
939.870 441.736
939.919 546.741
939.968 622.746
940.018 480.751
940.067 511.756
940.116 529.760
940.165 485.765
940.215 425.770
940.264 456.775
940.313 513.780
940.362 560.784
940.411 389.789
940.460 501.794
940.510 471.799
940.559 492.804
940.608 471.808
940.657 468.813
940.706 511.818
940.755 518.823
940.804 464.827
940.853 443.832
940.901 430.837
940.950 332.842
940.999 358.846
941.048 541.851
941.097 592.856
941.146 509.861
941.194 443.865
941.243 482.870
941.292 437.875
941.341 449.879
941.389 554.884
941.438 651.889
941.487 554.894
941.535 526.898
941.584 457.903
941.632 553.908
941.681 481.912
941.729 491.917
941.778 618.922
941.826 530.926
941.875 458.931
941.923 489.936
941.972 450.940
942.020 394.945
942.068 444.950
942.117 381.954
942.165 503.959
942.213 435.964
942.262 281.968
942.310 328.973
942.358 420.977
942.406 467.982
942.455 474.987
942.503 482.991
942.551 464.996
942.599 470.001
942.647 406.005
942.695 403.010
942.743 447.014
942.791 428.019
942.839 619.024
942.887 610.028
942.935 495.033
942.983 431.037
943.031 408.042
943.079 507.046
943.127 498.051
943.174 601.056
943.222 539.060
943.270 527.065
943.318 460.069
943.366 448.074
943.413 437.078
943.461 431.083
943.509 410.087
943.556 500.092
943.604 543.096
943.652 403.101
943.699 421.105
943.747 566.110
943.794 577.114
943.842 498.119
943.889 496.124
943.937 466.128
943.984 564.132
944.032 574.137
944.079 524.141
944.126 518.146
944.174 487.150
944.221 497.155
944.268 473.159
944.316 394.164
944.363 493.168
944.410 623.173
944.458 626.177
944.505 552.182
944.552 577.186
944.599 512.191
944.646 440.195
944.693 591.199
944.740 581.204
944.787 433.208
944.835 535.213
944.882 516.217
944.929 455.222
944.976 545.226
945.022 519.230
945.069 555.235
945.116 652.239
945.163 603.244
945.210 501.248
945.257 390.252
945.304 425.257
945.350 388.261
945.397 442.266
945.444 531.270
945.491 644.274
945.537 536.279
945.584 453.283
945.631 511.287
945.677 589.292
945.724 519.296
945.771 544.301
945.817 662.305
945.864 534.309
945.910 579.314
945.957 461.318
946.003 413.322
946.050 464.327
946.096 452.331
946.142 579.335
946.189 479.340
946.235 519.344
946.282 591.348
946.328 414.352
946.374 380.357
946.420 495.361
946.467 563.365
946.513 417.370
946.559 352.374
946.605 515.378
946.651 472.383
946.698 378.387
946.744 422.391
946.790 508.395
946.836 411.400
946.882 373.404
946.928 430.408
946.974 563.412
947.020 593.417
947.066 551.421
947.112 435.425
947.158 445.429
947.204 516.434
947.249 435.438
947.295 518.442
947.341 528.446
947.387 527.451
947.433 486.455
947.478 412.459
947.524 480.463
947.570 428.467
947.615 417.472
947.661 475.476
947.707 423.480
947.752 562.484
947.798 503.488
947.843 425.493
947.889 459.497
947.935 394.501
947.980 407.505
948.026 544.509
948.071 603.514
948.116 506.518
948.162 365.522
948.207 452.526
948.253 598.530
948.298 488.534
948.343 518.539
948.388 531.543
948.434 472.547
948.479 417.551
948.524 534.555
948.569 522.559
948.615 498.563
948.660 535.567
948.705 489.572
948.750 433.576
948.795 565.580
948.840 531.584
948.885 460.588
948.930 459.592
948.975 483.596
949.020 537.600
949.065 493.605
949.110 416.609
949.155 533.613
949.200 544.617
949.245 420.621
949.290 447.625
949.334 440.629
949.379 487.633
949.424 471.637
949.469 607.641
949.513 508.645
949.558 449.649
949.603 493.653
949.647 401.657
949.692 478.662
949.737 471.666
949.781 494.670
949.826 476.674
949.870 410.678
949.915 499.682
949.959 505.686
950.004 491.690
950.048 538.694
950.093 549.698
950.137 538.702
950.182 531.706
950.226 530.710
950.270 465.714
950.315 403.718
950.359 457.722
950.403 556.726
950.447 573.730
950.492 591.734
950.536 536.738
