wellenlaenge,arbitraer
-0.0000005024,1.42109E-16
-0.0000005022,-0.0015625
-0.000000502,-0.0611719
-0.0000005018,-0.07
-0.0000005016,-0.0807812
-0.0000005014,-0.0903125
-0.0000005012,-0.100391
-0.000000501,-0.110469
-0.0000005008,-0.0802344
-0.0000005006,-0.0500781
-0.0000005004,-0.0196094
-0.0000005002,0.02875
-0.0000005,0.0602344
-0.0000004998,0.109453
-0.0000004996,0.152344
-0.0000004994,0.17
-0.0000004992,0.16
-0.000000499,0.169688
-0.0000004988,0.141641
-0.0000004986,0.130078
-0.0000004984,0.129297
-0.0000004982,0.149531
-0.000000498,0.133516
-0.0000004978,0.109063
-0.0000004976,0.134766
-0.0000004974,0.22
-0.0000004972,0.434922
-0.000000497,0.696328
-0.0000004968,0.989063
-0.0000004966,1.29664
-0.0000004964,1.51586
-0.0000004962,1.70117
-0.000000496,1.82438
-0.0000004958,1.8318
-0.0000004956,1.72391
-0.0000004954,1.56375
-0.0000004952,1.3432
-0.000000495,1.09953
-0.0000004948,0.901484
-0.0000004946,0.724219
-0.0000004944,0.616016
-0.0000004942,0.494531
-0.000000494,0.390078
-0.0000004938,0.314688
-0.0000004936,0.221563
-0.0000004934,0.178047
-0.0000004932,0.130234
-0.000000493,0.109531
-0.0000004928,0.0784375
-0.0000004926,0.0503125
-0.0000004924,0.0907813
-0.0000004922,0.0982813
-0.000000492,0.07
-0.0000004918,0.0913281
-0.0000004916,0.0894531
-0.0000004914,0.09
-0.0000004912,0.0905469
-0.000000491,0.0872656
-0.0000004908,0.0596094
-0.0000004906,0.0703906
-0.0000004904,0.0483594
-0.0000004902,-0.00273437
-0.00000049,-0.00929687
-0.0000004898,-0.0107031
-0.0000004896,-0.0310937
-0.0000004894,-0.0622656
-0.0000004892,-0.0910156
-0.000000489,-0.110937
-0.0000004888,-0.110078
-0.0000004886,-0.0996094
-0.0000004884,-0.089375
-0.0000004882,-0.0685937
-0.000000488,-0.0400781
-0.0000004878,0.0158594
-0.0000004876,0.0888281
-0.0000004874,0.09
-0.0000004872,0.129375
-0.000000487,0.160078
-0.0000004868,0.140547
-0.0000004866,0.14875
-0.0000004864,0.169766
-0.0000004862,0.139531
-0.000000486,0.160469
-0.0000004858,0.14
-0.0000004856,0.101641
-0.0000004854,0.108984
-0.0000004852,0.112891
-0.000000485,0.197266
-0.0000004848,0.394453
-0.0000004846,0.654375
-0.0000004844,1.00281
-0.0000004842,1.27781
-0.000000484,1.5407
-0.0000004838,1.72586
-0.0000004836,1.80984
-0.0000004834,1.83961
-0.0000004832,1.75094
-0.000000483,1.57477
-0.0000004828,1.38141
-0.0000004826,1.14023
-0.0000004824,0.892656
-0.0000004822,0.728047
-0.000000482,0.593828
-0.0000004818,0.474375
-0.0000004816,0.384063
-0.0000004814,0.318828
-0.0000004812,0.254766
-0.000000481,0.197813
-0.0000004808,0.123906
-0.0000004806,0.100938
-0.0000004804,0.0985938
-0.0000004802,0.0553906
-0.00000048,0.070625
-0.0000004798,0.0821094
-0.0000004796,0.0899219
-0.0000004794,0.0679688
-0.0000004792,0.060625
-0.000000479,0.0698438
-0.0000004788,0.0597656
-0.0000004786,0.0592969
-0.0000004784,0.0390625
-0.0000004782,0.0316406
-0.000000478,0.05
-0.0000004778,0.038125
-0.0000004776,0.0198438
-0.0000004774,-0.0132812
-0.0000004772,-0.0402344
-0.000000477,-0.0605469
-0.0000004768,-0.0817187
-0.0000004766,-0.120625
-0.0000004764,-0.100156
-0.0000004762,-0.11
-0.000000476,-0.0786719
-0.0000004758,-0.0596875
-0.0000004756,-0.0425
-0.0000004754,0.0242969
-0.0000004752,0.0598438
-0.000000475,0.111563
-0.0000004748,0.108672
-0.0000004746,0.151484
-0.0000004744,0.140078
-0.0000004742,0.161484
-0.000000474,0.161094
-0.0000004738,0.15
-0.0000004736,0.149063
-0.0000004734,0.150781
-0.0000004732,0.129766
-0.000000473,0.139922
-0.0000004728,0.127344
-0.0000004726,0.212734
-0.0000004724,0.3625
-0.0000004722,0.630859
-0.000000472,0.980313
-0.0000004718,1.28656
-0.0000004716,1.51203
-0.0000004714,1.7018
-0.0000004712,1.81891
-0.000000471,1.83375
-0.0000004708,1.775
-0.0000004706,1.60352
-0.0000004704,1.38805
-0.0000004702,1.14672
-0.00000047,0.923203
-0.0000004698,0.727969
-0.0000004696,0.602031
-0.0000004694,0.4775
-0.0000004692,0.3975
-0.000000469,0.303672
-0.0000004688,0.232656
-0.0000004686,0.201328
-0.0000004684,0.15
-0.0000004682,0.100547
-0.000000468,0.110234
-0.0000004678,0.0809375
-0.0000004676,0.0695313
-0.0000004674,0.0800781
-0.0000004672,0.0792188
-0.000000467,0.100234
-0.0000004668,0.0603906
-0.0000004666,0.0801563
-0.0000004664,0.050625
-0.0000004662,0.0703125
-0.000000466,0.0598438
-0.0000004658,0.0395313
-0.0000004656,0.02
-0.0000004654,0.0389063
-0.0000004652,-0.0210937
-0.000000465,-0.0102344
-0.0000004648,-0.0820312
-0.0000004646,-0.0774219
-0.0000004644,-0.0811719
-0.0000004642,-0.11125
-0.000000464,-0.121328
-0.0000004638,-0.128906
-0.0000004636,-0.0689062
-0.0000004634,-0.0599219
-0.0000004632,-0.01
-0.000000463,0.0309375
-0.0000004628,0.06
-0.0000004626,0.0810938
-0.0000004624,0.111016
-0.0000004622,0.14
-0.000000462,0.15125
-0.0000004618,0.179766
-0.0000004616,0.139453
-0.0000004614,0.149922
-0.0000004612,0.139922
-0.000000461,0.16
-0.0000004608,0.129766
-0.0000004606,0.129766
-0.0000004604,0.109688
-0.0000004602,0.159531
-0.00000046,0.314688
-0.0000004598,0.592422
-0.0000004596,0.93
-0.0000004594,1.2218
-0.0000004592,1.47047
-0.000000459,1.69008
-0.0000004588,1.79719
-0.0000004586,1.82125
-0.0000004584,1.77055
-0.0000004582,1.60914
-0.000000458,1.39078
-0.0000004578,1.13
-0.0000004576,0.931406
-0.0000004574,0.766953
-0.0000004572,0.628359
-0.000000457,0.531016
-0.0000004568,0.428203
-0.0000004566,0.329375
-0.0000004564,0.263438
-0.0000004562,0.212344
-0.000000456,0.151406
-0.0000004558,0.116875
-0.0000004556,0.0801563
-0.0000004554,0.0805469
-0.0000004552,0.08
-0.000000455,0.0797656
-0.0000004548,0.0794531
-0.0000004546,0.0785938
-0.0000004544,0.03
-0.0000004542,0.0713281
-0.000000454,0.0600781
-0.0000004538,0.0703125
-0.0000004536,0.0699219
-0.0000004534,0.0792969
-0.0000004532,0.0289063
-0.000000453,0.0299219
-0.0000004528,0.0090625
-0.0000004526,-0.0217969
-0.0000004524,-0.0408594
-0.0000004522,-0.0617187
-0.000000452,-0.0828906
-0.0000004518,-0.110859
-0.0000004516,-0.110781
-0.0000004514,-0.118906
-0.0000004512,-0.0891406
-0.000000451,-0.0678125
-0.0000004508,-0.0285156
-0.0000004506,0.0141406
-0.0000004504,0.0636719
-0.0000004502,0.0913281
-0.00000045,0.121406
-0.0000004498,0.150938
-0.0000004496,0.150469
-0.0000004494,0.170547
-0.0000004492,0.169766
-0.000000449,0.178359
-0.0000004488,0.119453
-0.0000004486,0.151094
-0.0000004484,0.119531
-0.0000004482,0.101719
-0.000000448,0.128359
-0.0000004478,0.17
-0.0000004476,0.328125
-0.0000004474,0.600703
-0.0000004472,0.897266
-0.000000447,1.18813
-0.0000004468,1.46164
-0.0000004466,1.64813
-0.0000004464,1.80266
-0.0000004462,1.83
-0.000000446,1.80117
-0.0000004458,1.61
-0.0000004456,1.43477
-0.0000004454,1.19242
-0.0000004452,0.959297
-0.000000445,0.782969
-0.0000004448,0.6275
-0.0000004446,0.512031
-0.0000004444,0.403672
-0.0000004442,0.326406
-0.000000444,0.250078
-0.0000004438,0.187969
-0.0000004436,0.14
-0.0000004434,0.119375
-0.0000004432,0.09875
-0.000000443,0.069375
-0.0000004428,0.0802344
-0.0000004426,0.0782813
-0.0000004424,0.0698438
-0.0000004422,0.0697656
-0.000000442,0.0705469
-0.0000004418,0.0810156
-0.0000004416,0.0802344
-0.0000004414,0.0775781
-0.0000004412,0.0469531
-0.000000441,0.0299219
-0.0000004408,0.0292188
-0.0000004406,0.00929688
-0.0000004404,0.00898438
-0.0000004402,-0.0375
-0.00000044,-0.0501562
-0.0000004398,-0.0616406
-0.0000004396,-0.0925781
-0.0000004394,-0.120234
-0.0000004392,-0.099375
-0.000000439,-0.100625
-0.0000004388,-0.100078
-0.0000004386,-0.0847656
-0.0000004384,-0.02
-0.0000004382,0.0121094
-0.000000438,0.0400781
-0.0000004378,0.0858594
-0.0000004376,0.140234
-0.0000004374,0.139688
-0.0000004372,0.151172
-0.000000437,0.182188
-0.0000004368,0.17125
-0.0000004366,0.128047
-0.0000004364,0.130078
-0.0000004362,0.129453
-0.000000436,0.129844
-0.0000004358,0.118359
-0.0000004356,0.100234
-0.0000004354,0.185703
-0.0000004352,0.309766
-0.000000435,0.582656
-0.0000004348,0.868516
-0.0000004346,1.18992
-0.0000004344,1.42703
-0.0000004342,1.64
-0.000000434,1.76922
-0.0000004338,1.83883
-0.0000004336,1.81039
-0.0000004334,1.65008
-0.0000004332,1.45336
-0.000000433,1.1925
-0.0000004328,0.981484
-0.0000004326,0.795781
-0.0000004324,0.637969
-0.0000004322,0.524688
-0.000000432,0.409141
-0.0000004318,0.350625
-0.0000004316,0.261719
-0.0000004314,0.186797
-0.0000004312,0.146719
-0.000000431,0.113281
-0.0000004308,0.0913281
-0.0000004306,0.0746094
-0.0000004304,0.0317969
-0.0000004302,0.056875
-0.00000043,0.0892969
-0.0000004298,0.0894531
-0.0000004296,0.100938
-0.0000004294,0.0710938
-0.0000004292,0.06
-0.000000429,0.0598438
-0.0000004288,0.0617969
-0.0000004286,0.0407031
-0.0000004284,0.0205469
-0.0000004282,-0.009375
-0.000000428,-0.0102344
-0.0000004278,-0.0096875
-0.0000004276,-0.0196094
-0.0000004274,-0.0396094
-0.0000004272,-0.0792969
-0.000000427,-0.0788281
-0.0000004268,-0.118047
-0.0000004266,-0.119687
-0.0000004264,-0.0898437
-0.0000004262,-0.0697656
-0.000000426,-0.0396875
-0.0000004258,0.0214844
-0.0000004256,0.0520313
-0.0000004254,0.100156
-0.0000004252,0.10125
-0.000000425,0.140234
-0.0000004248,0.120391
-0.0000004246,0.173594
-0.0000004244,0.177422
-0.0000004242,0.150078
-0.000000424,0.170078
-0.0000004238,0.139531
-0.0000004236,0.12
-0.0000004234,0.11
-0.0000004232,0.11
-0.000000423,0.163047
-0.0000004228,0.265625
-0.0000004226,0.52
-0.0000004224,0.794766
-0.0000004222,1.10398
-0.000000422,1.41063
-0.0000004218,1.6507
-0.0000004216,1.7893
-0.0000004214,1.83992
-0.0000004212,1.80961
-0.000000421,1.71453
-0.0000004208,1.4875
-0.0000004206,1.23211
-0.0000004204,0.994688
-0.0000004202,0.808672
-0.00000042,0.68
-0.0000004198,0.559297
-0.0000004196,0.447422
-0.0000004194,0.379922
-0.0000004192,0.293984
-0.000000419,0.224844
-0.0000004188,0.164453
-0.0000004186,0.121641
-0.0000004184,0.110625
-0.0000004182,0.1
-0.000000418,0.0807031
-0.0000004178,0.0797656
-0.0000004176,0.0799219
-0.0000004174,0.0801563
-0.0000004172,0.0611719
-0.000000417,0.0600781
-0.0000004168,0.0796094
-0.0000004166,0.0701563
-0.0000004164,0.0608594
-0.0000004162,0.03
-0.000000416,0.0501563
-0.0000004158,0.00875
-0.0000004156,0.0101563
-0.0000004154,-0.0309375
-0.0000004152,-0.0294531
-0.000000415,-0.0615625
-0.0000004148,-0.0797656
-0.0000004146,-0.0708594
-0.0000004144,-0.109609
-0.0000004142,-0.108672
-0.000000414,-0.0703125
-0.0000004138,-0.0397656
-0.0000004136,-0.049375
-0.0000004134,-0.0167969
-0.0000004132,0.0317188
-0.000000413,0.101875
-0.0000004128,0.0904688
-0.0000004126,0.134375
-0.0000004124,0.160156
-0.0000004122,0.149297
-0.000000412,0.161484
-0.0000004118,0.170078
-0.0000004116,0.159453
-0.0000004114,0.138906
-0.0000004112,0.129844
-0.000000411,0.119297
-0.0000004108,0.110859
-0.0000004106,0.168047
-0.0000004104,0.285547
-0.0000004102,0.479531
-0.00000041,0.782578
-0.0000004098,1.09313
-0.0000004096,1.35977
-0.0000004094,1.5893
-0.0000004092,1.73539
-0.000000409,1.82078
-0.0000004088,1.78008
-0.0000004086,1.69844
-0.0000004084,1.48719
-0.0000004082,1.28
-0.000000408,1.04203
-0.0000004078,0.833047
-0.0000004076,0.685234
-0.0000004074,0.585
-0.0000004072,0.469453
-0.000000407,0.395313
-0.0000004068,0.276406
-0.0000004066,0.21
-0.0000004064,0.165
-0.0000004062,0.113438
-0.000000406,0.104141
-0.0000004058,0.0628125
-0.0000004056,0.0589063
-0.0000004054,0.0519531
-0.0000004052,0.0582031
-0.000000405,0.101563
-0.0000004048,0.0909375
-0.0000004046,0.0796875
-0.0000004044,0.0797656
-0.0000004042,0.0786719
-0.000000404,0.0299219
-0.0000004038,0.0507031
-0.0000004036,0.0188281
-0.0000004034,0.0108594
-0.0000004032,0.00953125
-0.000000403,0.000078125
-0.0000004028,-0.000859375
-0.0000004026,-0.049375
-0.0000004024,-0.0910156
-0.0000004022,-0.0916406
-0.000000402,-0.110859
-0.0000004018,-0.0965625
-0.0000004016,-0.09
-0.0000004014,-0.0861719
-0.0000004012,-0.0378906
-0.000000401,0.00226563
-0.0000004008,0.0221094
-0.0000004006,0.0875
-0.0000004004,0.100234
-0.0000004002,0.154063
-0.0000004,0.170469
-0.0000003998,0.167578
-0.0000003996,0.149844
-0.0000003994,0.147734
-0.0000003992,0.119453
-0.000000399,0.132656
-0.0000003988,0.14
-0.0000003986,0.127813
-0.0000003984,0.119766
-0.0000003982,0.143828
-0.000000398,0.231094
-0.0000003978,0.431016
-0.0000003976,0.743047
-0.0000003974,1.06773
-0.0000003972,1.33266
-0.000000397,1.55273
-0.0000003968,1.71633
-0.0000003966,1.84695
-0.0000003964,1.84359
-0.0000003962,1.71656
-0.000000396,1.53
-0.0000003958,1.31406
-0.0000003956,1.06289
-0.0000003954,0.848594
-0.0000003952,0.715469
-0.000000395,0.570625
-0.0000003948,0.465625
-0.0000003946,0.37
-0.0000003944,0.326953
-0.0000003942,0.235469
-0.000000394,0.163359
-0.0000003938,0.131328
-0.0000003936,0.121953
-0.0000003934,0.101016
-0.0000003932,0.0759375
-0.000000393,0.0517188
-0.0000003928,0.0548438
-0.0000003926,0.0703125
-0.0000003924,0.0535938
-0.0000003922,0.0553906
-0.000000392,0.0775781
-0.0000003918,0.08
-0.0000003916,0.0703906
-0.0000003914,0.0121875
-0.0000003912,0.0378125
-0.000000391,0.00476563
-0.0000003908,-0.000703125
-0.0000003906,-0.0096875
-0.0000003904,-0.00765625
-0.0000003902,-0.0484375
-0.00000039,-0.0489062
-0.0000003898,-0.0976562
-0.0000003896,-0.14875
-0.0000003894,-0.141562
-0.0000003892,-0.0978125
-0.000000389,-0.0603906
-0.0000003888,-0.0607812
-0.0000003886,-0.00140625
-0.0000003884,0.00867188
-0.0000003882,0.058125
-0.000000388,0.0883594
-0.0000003878,0.139688
-0.0000003876,0.140156
-0.0000003874,0.138359
-0.0000003872,0.16875
-0.000000387,0.169844
-0.0000003868,0.159844
-0.0000003866,0.139531
-0.0000003864,0.119922
-0.0000003862,0.129922
-0.000000386,0.121484
-0.0000003858,0.170313
-0.0000003856,0.205938
-0.0000003854,0.421406
-0.0000003852,0.701406
-0.000000385,0.997578
-0.0000003848,1.29039
-0.0000003846,1.57766
-0.0000003844,1.74469
-0.0000003842,1.83031
-0.000000384,1.83
-0.0000003838,1.74625
-0.0000003836,1.57
-0.0000003834,1.33992
-0.0000003832,1.11305
-0.000000383,0.89
-0.0000003828,0.722109
-0.0000003826,0.583047
-0.0000003824,0.446016
-0.0000003822,0.392813
-0.000000382,0.310625
-0.0000003818,0.229844
-0.0000003816,0.18
-0.0000003814,0.170859
-0.0000003812,0.119297
-0.000000381,0.0800781
-0.0000003808,0.0800781
-0.0000003806,0.08
-0.0000003804,0.08
-0.0000003802,0.0801563
-0.00000038,0.0802344
-0.0000003798,0.0800781
-0.0000003796,0.0994531
-0.0000003794,0.0922656
-0.0000003792,0.0704688
-0.000000379,0.0632813
-0.0000003788,0.0211719
-0.0000003786,0.04
-0.0000003784,0.0220313
-0.0000003782,-0.00828125
-0.000000378,-0.0389062
-0.0000003778,-0.0401562
-0.0000003776,-0.0479687
-0.0000003774,-0.0801562
-0.0000003772,-0.0898437
-0.000000377,-0.0994531
-0.0000003768,-0.100859
-0.0000003766,-0.0571875
-0.0000003764,-0.0500781
-0.0000003762,-0.0178125
-0.000000376,0.0296094
-0.0000003758,0.0707813
-0.0000003756,0.0782813
-0.0000003754,0.120938
-0.0000003752,0.130156
-0.000000375,0.181172
-0.0000003748,0.150703
-0.0000003746,0.140391
-0.0000003744,0.149922
-0.0000003742,0.149297
-0.000000374,0.12
-0.0000003738,0.140859
-0.0000003736,0.12
-0.0000003734,0.134375
-0.0000003732,0.215
-0.000000373,0.379609
-0.0000003728,0.645703
-0.0000003726,0.923047
-0.0000003724,1.24203
-0.0000003722,1.49602
-0.000000372,1.69555
-0.0000003718,1.80539
-0.0000003716,1.80938
-0.0000003714,1.74172
-0.0000003712,1.61484
-0.000000371,1.41227
-0.0000003708,1.17188
-0.0000003706,0.951328
-0.0000003704,0.733047
-0.0000003702,0.631563
-0.00000037,0.520078
-0.0000003698,0.404453
-0.0000003696,0.296016
-0.0000003694,0.215859
-0.0000003692,0.170469
-0.000000369,0.177188
-0.0000003688,0.101797
-0.0000003686,0.09
-0.0000003684,0.100234
-0.0000003682,0.0698438
-0.000000368,0.0990625
-0.0000003678,0.0911719
-0.0000003676,0.0700781
-0.0000003674,0.0899219
-0.0000003672,0.0696094
-0.000000367,0.08
-0.0000003668,0.0532031
-0.0000003666,0.0391406
-0.0000003664,0.0424219
-0.0000003662,0.0210938
-0.000000366,0.0210938
-0.0000003658,-0.00484375
-0.0000003656,-0.0294531
-0.0000003654,-0.0302344
-0.0000003652,-0.0485156
-0.000000365,-0.0917187
-0.0000003648,-0.110156
-0.0000003646,-0.110469
-0.0000003644,-0.129922
-0.0000003642,-0.105859
-0.000000364,-0.0586719
-0.0000003638,-0.0389062
-0.0000003636,0.00171875
-0.0000003634,0.0603906
-0.0000003632,0.133594
-0.000000363,0.166172
-0.0000003628,0.130938
-0.0000003626,0.174688
-0.0000003624,0.159141
-0.0000003622,0.173203
-0.000000362,0.168125
-0.0000003618,0.131094
-0.0000003616,0.110156
-0.0000003614,0.135859
-0.0000003612,0.138984
-0.000000361,0.110703
-0.0000003608,0.180859
-0.0000003606,0.345234
-0.0000003604,0.596172
-0.0000003602,0.914531
-0.00000036,1.20359
-0.0000003598,1.46875
-0.0000003596,1.68797
-0.0000003594,1.80625
-0.0000003592,1.82
-0.000000359,1.7825
-0.0000003588,1.64898
-0.0000003586,1.42695
-0.0000003584,1.19813
-0.0000003582,0.971328
-0.000000358,0.783438
-0.0000003578,0.635938
-0.0000003576,0.502266
-0.0000003574,0.443828
-0.0000003572,0.305469
-0.000000357,0.247109
-0.0000003568,0.202344
-0.0000003566,0.155938
-0.0000003564,0.119922
-0.0000003562,0.108828
-0.000000356,0.0816406
-0.0000003558,0.0596875
-0.0000003556,0.069375
-0.0000003554,0.079375
-0.0000003552,0.0688281
-0.000000355,0.09
-0.0000003548,0.0604688
-0.0000003546,0.0885156
-0.0000003544,0.0909375
-0.0000003542,0.0810156
-0.000000354,0.0530469
-0.0000003538,0.0404688
-0.0000003536,0.0178125
-0.0000003534,-0.00992187
-0.0000003532,0.000234375
-0.000000353,-0.024375
-0.0000003528,-0.0621094
-0.0000003526,-0.0945312
-0.0000003524,-0.11125
-0.0000003522,-0.0939062
-0.000000352,-0.0850781
-0.0000003518,-0.109687
-0.0000003516,-0.0719531
-0.0000003514,-0.0135937
-0.0000003512,0.0128906
-0.000000351,0.0678906
-0.0000003508,0.0860938
-0.0000003506,0.138359
-0.0000003504,0.128672
-0.0000003502,0.169375
-0.00000035,0.141719
-0.0000003498,0.158594
-0.0000003496,0.157031
-0.0000003494,0.119609
-0.0000003492,0.159844
-0.000000349,0.111172
-0.0000003488,0.0995313
-0.0000003486,0.0989844
-0.0000003484,0.146172
-0.0000003482,0.288281
-0.000000348,0.538047
-0.0000003478,0.839922
-0.0000003476,1.10258
-0.0000003474,1.41398
-0.0000003472,1.67141
-0.000000347,1.78164
-0.0000003468,1.80008
-0.0000003466,1.79781
-0.0000003464,1.66078
-0.0000003462,1.44828
-0.000000346,1.23008
-0.0000003458,1.02461
-0.0000003456,0.833203
-0.0000003454,0.669375
-0.0000003452,0.522813
-0.000000345,0.436641
-0.0000003448,0.336797
-0.0000003446,0.269453
-0.0000003444,0.21
-0.0000003442,0.178672
-0.000000344,0.12
-0.0000003438,0.0789844
-0.0000003436,0.0696875
-0.0000003434,0.08
-0.0000003432,0.0996094
-0.000000343,0.0694531
-0.0000003428,0.0803125
-0.0000003426,0.0798438
-0.0000003424,0.0800781
-0.0000003422,0.0600781
-0.000000342,0.0902344
-0.0000003418,0.0710156
-0.0000003416,0.0398438
-0.0000003414,0.0301563
-0.0000003412,0.00929688
-0.000000341,0.0199219
-0.0000003408,1.42109E-16
-0.0000003406,-0.0433594
-0.0000003404,-0.0785937
-0.0000003402,-0.0799219
-0.00000034,-0.0886719
-0.0000003398,-0.118828
-0.0000003396,-0.111875
-0.0000003394,-0.0920312
-0.0000003392,-0.0717969
-0.000000339,-0.04
-0.0000003388,0.02625
-0.0000003386,0.0605469
-0.0000003384,0.0666406
-0.0000003382,0.129609
-0.000000338,0.109766
-0.0000003378,0.150156
-0.0000003376,0.149531
-0.0000003374,0.160469
-0.0000003372,0.120313
-0.000000337,0.131016
-0.0000003368,0.129609
-0.0000003366,0.160859
-0.0000003364,0.140078
-0.0000003362,0.13125
-0.000000336,0.166016
-0.0000003358,0.277578
-0.0000003356,0.500469
-0.0000003354,0.806172
-0.0000003352,1.08258
-0.000000335,1.3832
-0.0000003348,1.60836
-0.0000003346,1.78352
-0.0000003344,1.85086
-0.0000003342,1.82445
-0.000000334,1.70578
-0.0000003338,1.49406
-0.0000003336,1.27086
-0.0000003334,1.02852
-0.0000003332,0.814844
-0.000000333,0.713047
-0.0000003328,0.569922
-0.0000003326,0.470703
-0.0000003324,0.376406
-0.0000003322,0.284766
-0.000000332,0.237266
-0.0000003318,0.165938
-0.0000003316,0.160391
-0.0000003314,0.125703
-0.0000003312,0.0690625
-0.000000331,0.0701563
-0.0000003308,0.0595313
-0.0000003306,0.060625
-0.0000003304,0.0797656
-0.0000003302,0.0892188
-0.00000033,0.0596875
-0.0000003298,0.0701563
-0.0000003296,0.0600781
-0.0000003294,0.0689844
-0.0000003292,0.0400781
-0.000000329,0.05
-0.0000003288,0.0197656
-0.0000003286,0.0494531
-0.0000003284,-0.00820312
-0.0000003282,-0.0103125
-0.000000328,-0.0305469
-0.0000003278,-0.0813281
-0.0000003276,-0.0796094
-0.0000003274,-0.09
-0.0000003272,-0.120312
-0.000000327,-0.0860937
-0.0000003268,-0.0689844
-0.0000003266,-0.0639062
-0.0000003264,0.00945313
-0.0000003262,0.0475781
-0.000000326,0.0688281
-0.0000003258,0.0923438
-0.0000003256,0.129219
-0.0000003254,0.129922
-0.0000003252,0.139844
-0.000000325,0.149766
-0.0000003248,0.139922
-0.0000003246,0.15
-0.0000003244,0.129141
-0.0000003242,0.121797
-0.000000324,0.139766
-0.0000003238,0.121406
-0.0000003236,0.171875
-0.0000003234,0.221484
-0.0000003232,0.433828
-0.000000323,0.773203
-0.0000003228,1.04828
-0.0000003226,1.38578
-0.0000003224,1.60992
-0.0000003222,1.76672
-0.000000322,1.84195
-0.0000003218,1.84359
-0.0000003216,1.72406
-0.0000003214,1.5243
-0.0000003212,1.31812
-0.000000321,1.06188
-0.0000003208,0.877891
-0.0000003206,0.667031
-0.0000003204,0.575313
-0.0000003202,0.466719
-0.00000032,0.366484
-0.0000003198,0.304141
-0.0000003196,0.25
-0.0000003194,0.205391
-0.0000003192,0.159844
-0.000000319,0.126563
-0.0000003188,0.0897656
-0.0000003186,0.0692969
-0.0000003184,0.0492969
-0.0000003182,0.0525781
-0.000000318,0.0797656
-0.0000003178,0.0808594
-0.0000003176,0.0894531
-0.0000003174,0.059375
-0.0000003172,0.0798438
-0.000000317,0.0583594
-0.0000003168,0.05
-0.0000003166,0.0182813
-0.0000003164,0.0105469
-0.0000003162,-0.0125
-0.000000316,-0.0302344
-0.0000003158,-0.00976562
-0.0000003156,-0.0453906
-0.0000003154,-0.09
-0.0000003152,-0.0710156
-0.000000315,-0.0885937
-0.0000003148,-0.100703
-0.0000003146,-0.0905469
-0.0000003144,-0.0825
-0.0000003142,-0.0519531
-0.000000314,-0.0134375
-0.0000003138,0.0467969
-0.0000003136,0.0444531
-0.0000003134,0.102422
-0.0000003132,0.119609
-0.000000313,0.137969
-0.0000003128,0.135703
-0.0000003126,0.176406
-0.0000003124,0.156406
-0.0000003122,0.149688
-0.000000312,0.133516
-0.0000003118,0.121953
-0.0000003116,0.101719
-0.0000003114,0.108359
-0.0000003112,0.135469
-0.000000311,0.220469
-0.0000003108,0.421484
-0.0000003106,0.737422
-0.0000003104,1.05992
-0.0000003102,1.30039
-0.00000031,1.55383
-0.0000003098,1.73578
-0.0000003096,1.80766
-0.0000003094,1.84086
-0.0000003092,1.74836
-0.000000309,1.55906
-0.0000003088,1.31031
-0.0000003086,1.06195
-0.0000003084,0.857656
-0.0000003082,0.71125
-0.000000308,0.5675
-0.0000003078,0.468984
-0.0000003076,0.369297
-0.0000003074,0.298828
-0.0000003072,0.239453
-0.000000307,0.157266
-0.0000003068,0.0983594
-0.0000003066,0.0899219
-0.0000003064,0.0891406
-0.0000003062,0.0576563
-0.000000306,0.0613281
-0.0000003058,0.102422
-0.0000003056,0.107813
-0.0000003054,0.0696875
-0.0000003052,0.0800781
-0.000000305,0.0699219
-0.0000003048,0.07
-0.0000003046,0.0499219
-0.0000003044,0.07
-0.0000003042,0.0588281
-0.000000304,0.0398438
-0.0000003038,0.03
-0.0000003036,-0.0213281
-0.0000003034,-0.0207812
-0.0000003032,-0.0611719
-0.000000303,-0.0697656
-0.0000003028,-0.0799219
-0.0000003026,-0.0901562
-0.0000003024,-0.110078
-0.0000003022,-0.100312
-0.000000302,-0.1
-0.0000003018,-0.060625
-0.0000003016,0.00398438
-0.0000003014,0.0401563
-0.0000003012,0.05
-0.000000301,0.113984
-0.0000003008,0.138047
-0.0000003006,0.159844
-0.0000003004,0.139844
-0.0000003002,0.176094
-0.0000003,0.184063
-0.0000002998,0.131953
-0.0000002996,0.139844
-0.0000002994,0.12
-0.0000002992,0.129219
-0.000000299,0.121563
-0.0000002988,0.116719
-0.0000002986,0.218594
-0.0000002984,0.363516
-0.0000002982,0.652344
-0.000000298,0.960703
-0.0000002978,1.29969
-0.0000002976,1.51336
-0.0000002974,1.72695
-0.0000002972,1.8293
-0.000000297,1.83719
-0.0000002968,1.75102
-0.0000002966,1.57266
-0.0000002964,1.37172
-0.0000002962,1.11891
-0.000000296,0.879922
-0.0000002958,0.731563
-0.0000002956,0.602891
-0.0000002954,0.494531
-0.0000002952,0.390625
-0.000000295,0.327734
-0.0000002948,0.247188
-0.0000002946,0.195156
-0.0000002944,0.128594
-0.0000002942,0.0989063
-0.000000294,0.0997656
-0.0000002938,0.0996094
-0.0000002936,0.0874219
-0.0000002934,0.0589844
-0.0000002932,0.07125
-0.000000293,0.0808594
-0.0000002928,0.0796875
-0.0000002926,0.0703906
-0.0000002924,0.0904688
-0.0000002922,0.076875
-0.000000292,0.038125
-0.0000002918,0.0401563
-0.0000002916,0.0184375
