x_spektrum,y_spektrum,x_fourier_transformed,y_fourier_transformed
900.583,9.000,2.719,0.099
900.648,13.000,2.720,0.052
900.713,2.000,2.721,0.015
900.778,12.000,2.722,0.047
900.843,27.000,2.723,0.350
900.908,15.000,2.724,0.145
900.972,-19.000,2.725,0.029
901.037,-5.000,2.726,0.292
901.102,17.000,2.727,0.072
901.167,27.000,2.728,0.126
901.232,8.000,2.729,0.286
901.296,-9.000,2.731,0.086
901.361,11.000,2.732,0.031
901.426,15.000,2.733,0.088
901.491,14.000,2.734,0.162
901.555,5.000,2.735,0.023
901.620,17.000,2.736,0.370
901.685,0.000,2.737,0.724
901.749,5.000,2.738,0.542
901.814,-2.000,2.739,0.017
901.878,-1.000,2.740,0.458
901.943,2.000,2.741,0.049
902.007,2.000,2.742,0.254
902.072,-9.000,2.743,0.240
902.136,-1.000,2.744,0.054
902.201,4.000,2.746,0.034
902.265,11.000,2.747,0.368
902.329,-13.000,2.748,0.061
902.394,22.000,2.749,0.104
902.458,3.000,2.750,0.000
902.523,-12.000,2.751,0.416
902.587,1.000,2.752,0.048
902.651,13.000,2.753,0.377
902.715,1.000,2.754,0.096
902.780,10.000,2.755,0.436
902.844,17.000,2.756,0.304
902.908,0.000,2.757,0.004
902.972,16.000,2.758,0.112
903.036,19.000,2.760,0.070
903.100,0.000,2.761,0.039
903.165,-6.000,2.762,0.097
903.229,8.000,2.763,0.223
903.293,5.000,2.764,0.035
903.357,-6.000,2.765,0.232
903.421,-13.000,2.766,0.217
903.485,28.000,2.767,0.139
903.549,2.000,2.768,0.078
903.613,7.000,2.769,0.258
903.677,16.000,2.770,0.257
903.740,9.000,2.771,0.009
903.804,2.000,2.772,0.050
903.868,0.000,2.773,0.168
903.932,11.000,2.775,0.097
903.996,-20.000,2.776,0.038
904.060,-9.000,2.777,0.077
904.123,6.000,2.778,0.063
904.187,28.000,2.779,0.119
904.251,10.000,2.780,0.024
904.314,-6.000,2.781,0.294
904.378,21.000,2.782,0.062
904.442,-4.000,2.783,0.086
904.505,15.000,2.784,0.133
904.569,6.000,2.785,0.165
904.633,19.000,2.786,0.141
904.696,2.000,2.787,0.176
904.760,13.000,2.788,0.325
904.823,4.000,2.790,0.123
904.887,5.000,2.791,0.021
904.950,29.000,2.792,0.015
905.014,-1.000,2.793,0.114
905.077,8.000,2.794,0.212
905.140,20.000,2.795,0.088
905.204,8.000,2.796,0.403
905.267,-6.000,2.797,0.318
905.330,4.000,2.798,0.102
905.394,-6.000,2.799,0.117
905.457,-16.000,2.800,0.020
905.520,-16.000,2.801,0.022
905.584,15.000,2.802,0.213
905.647,7.000,2.803,0.099
905.710,2.000,2.805,0.181
905.773,-2.000,2.806,0.053
905.836,-8.000,2.807,0.043
905.899,-7.000,2.808,0.184
905.962,-5.000,2.809,0.068
906.026,-18.000,2.810,0.382
906.089,-17.000,2.811,0.134
906.152,1.000,2.812,0.322
906.215,5.000,2.813,0.001
906.278,-3.000,2.814,0.117
906.341,-20.000,2.815,0.198
906.404,-15.000,2.816,0.266
906.466,-9.000,2.817,0.117
906.529,14.000,2.818,0.342
906.592,11.000,2.820,0.231
906.655,5.000,2.821,0.060
906.718,0.000,2.822,0.281
906.781,25.000,2.823,0.023
906.843,6.000,2.824,0.063
906.906,-15.000,2.825,0.007
906.969,-4.000,2.826,0.149
907.032,15.000,2.827,0.095
907.094,-2.000,2.828,0.145
907.157,5.000,2.829,0.169
907.220,-9.000,2.830,0.116
907.282,-12.000,2.831,0.338
907.345,-8.000,2.832,0.457
907.407,-6.000,2.833,0.302
907.470,-2.000,2.835,0.043
907.533,2.000,2.836,0.451
907.595,-13.000,2.837,0.061
907.658,1.000,2.838,0.037
907.720,8.000,2.839,0.227
907.782,5.000,2.840,0.047
907.845,-6.000,2.841,0.049
907.907,9.000,2.842,0.032
907.970,-3.000,2.843,0.378
908.032,-10.000,2.844,0.187
908.094,1.000,2.845,0.291
908.157,-16.000,2.846,0.551
908.219,12.000,2.847,0.096
908.281,8.000,2.848,0.225
908.343,-11.000,2.850,0.270
908.406,0.000,2.851,0.089
908.468,-13.000,2.852,0.320
908.530,-10.000,2.853,0.054
908.592,-34.000,2.854,0.295
908.654,-6.000,2.855,0.058
908.716,-6.000,2.856,0.102
908.778,9.000,2.857,0.164
908.840,6.000,2.858,0.165
908.902,14.000,2.859,0.009
908.964,10.000,2.860,0.021
909.026,47.000,2.861,0.154
909.088,-24.000,2.862,0.076
909.150,6.000,2.863,0.064
909.212,7.000,2.865,0.156
909.274,5.000,2.866,0.168
909.336,19.000,2.867,0.196
909.398,6.000,2.868,0.399
909.460,-4.000,2.869,0.075
909.522,2.000,2.870,0.298
909.583,24.000,2.871,0.316
909.645,7.000,2.872,0.154
909.707,-13.000,2.873,0.102
909.768,23.000,2.874,0.200
909.830,28.000,2.875,0.081
909.892,12.000,2.876,0.101
909.953,-18.000,2.877,0.431
910.015,-7.000,2.878,0.438
910.077,14.000,2.880,0.097
910.138,-19.000,2.881,0.032
910.200,-2.000,2.882,0.047
910.261,-9.000,2.883,0.092
910.323,15.000,2.884,0.081
910.384,-2.000,2.885,0.163
910.446,2.000,2.886,0.001
910.507,13.000,2.887,0.061
910.569,21.000,2.888,0.330
910.630,-2.000,2.889,0.505
910.691,1.000,2.890,0.066
910.753,-4.000,2.891,0.137
910.814,10.000,2.892,0.132
910.875,8.000,2.893,0.067
910.937,16.000,2.895,0.245
910.998,-12.000,2.896,0.046
911.059,-13.000,2.897,0.162
911.120,4.000,2.898,0.127
911.182,21.000,2.899,0.181
911.243,-12.000,2.900,0.309
911.304,-20.000,2.901,0.434
911.365,3.000,2.902,0.068
911.426,-4.000,2.903,0.211
911.487,-12.000,2.904,0.064
911.548,11.000,2.905,0.012
911.609,2.000,2.906,0.233
911.670,4.000,2.907,0.518
911.731,-8.000,2.908,0.001
911.792,4.000,2.910,0.282
911.853,4.000,2.911,0.034
911.914,-11.000,2.912,0.002
911.975,13.000,2.913,0.251
912.036,-6.000,2.914,0.162
912.097,21.000,2.915,0.037
912.158,3.000,2.916,0.144
912.218,24.000,2.917,0.369
912.279,-11.000,2.918,0.085
912.340,10.000,2.919,0.047
912.401,-8.000,2.920,0.242
912.461,-11.000,2.921,0.087
912.522,5.000,2.922,0.472
912.583,-11.000,2.923,0.587
912.643,-13.000,2.925,0.179
912.704,-3.000,2.926,0.440
912.765,1.000,2.927,0.354
912.825,-1.000,2.928,0.352
912.886,-11.000,2.929,0.247
912.946,19.000,2.930,0.242
913.007,18.000,2.931,0.159
913.067,24.000,2.932,0.023
913.128,-1.000,2.933,0.135
913.188,5.000,2.934,0.106
913.248,-7.000,2.935,0.198
913.309,16.000,2.936,0.494
913.369,19.000,2.937,0.010
913.430,34.000,2.938,0.156
913.490,-13.000,2.940,0.408
913.550,1.000,2.941,0.452
913.610,2.000,2.942,0.042
913.671,13.000,2.943,0.132
913.731,26.000,2.944,0.234
913.791,-16.000,2.945,0.015
913.851,-15.000,2.946,0.163
913.912,5.000,2.947,0.053
913.972,2.000,2.948,0.076
914.032,-3.000,2.949,0.204
914.092,-30.000,2.950,0.064
914.152,11.000,2.951,0.018
914.212,10.000,2.952,0.149
914.272,2.000,2.953,0.070
914.332,7.000,2.955,0.129
914.392,3.000,2.956,0.308
914.452,-8.000,2.957,0.080
914.512,0.000,2.958,0.313
914.572,8.000,2.959,0.047
914.632,7.000,2.960,0.150
914.692,-7.000,2.961,0.392
914.751,19.000,2.962,0.037
914.811,-1.000,2.963,0.097
914.871,8.000,2.964,0.401
914.931,12.000,2.965,0.169
914.991,-6.000,2.966,0.243
915.050,11.000,2.967,0.250
915.110,8.000,2.968,0.137
915.170,8.000,2.970,0.107
915.229,8.000,2.971,0.196
915.289,23.000,2.972,0.003
915.349,-12.000,2.973,0.141
915.408,6.000,2.974,0.065
915.468,23.000,2.975,0.074
915.527,13.000,2.976,0.127
915.587,24.000,2.977,0.204
915.646,-9.000,2.978,0.079
915.706,0.000,2.979,0.168
915.765,14.000,2.980,0.397
915.825,29.000,2.981,0.382
915.884,24.000,2.982,0.335
915.944,-16.000,2.983,0.179
916.003,-9.000,2.985,0.145
916.062,15.000,2.986,0.227
916.122,-9.000,2.987,0.120
916.181,2.000,2.988,0.400
916.240,22.000,2.989,0.122
916.300,8.000,2.990,0.169
916.359,0.000,2.991,0.230
916.418,-26.000,2.992,0.331
916.477,19.000,2.993,0.167
916.536,22.000,2.994,0.037
916.595,5.000,2.995,0.000
916.655,2.000,2.996,0.353
916.714,5.000,2.997,0.140
916.773,0.000,2.998,0.218
916.832,-7.000,3.000,0.413
916.891,7.000,3.001,0.215
916.950,16.000,3.002,0.307
917.009,20.000,3.003,0.010
917.068,1.000,3.004,0.164
917.127,-6.000,3.005,0.521
917.186,2.000,3.006,0.216
917.245,-1.000,3.007,0.011
917.303,6.000,3.008,0.041
917.362,18.000,3.009,0.037
917.421,18.000,3.010,0.207
917.480,22.000,3.011,0.236
917.539,5.000,3.012,0.093
917.597,6.000,3.013,0.336
917.656,8.000,3.015,0.253
917.715,29.000,3.016,0.004
917.774,-9.000,3.017,0.492
917.832,1.000,3.018,0.056
917.891,3.000,3.019,0.150
917.949,-3.000,3.020,0.305
918.008,29.000,3.021,0.075
918.067,8.000,3.022,0.300
918.125,6.000,3.023,0.039
918.184,8.000,3.024,0.121
918.242,2.000,3.025,0.308
918.301,1.000,3.026,0.170
918.359,10.000,3.027,0.065
918.418,-4.000,3.028,0.080
918.476,9.000,3.030,0.024
918.534,-5.000,3.031,0.073
918.593,3.000,3.032,0.146
918.651,5.000,3.033,0.167
918.709,-13.000,3.034,0.052
918.768,-7.000,3.035,0.221
918.826,-4.000,3.036,0.162
918.884,-10.000,3.037,0.052
918.942,-10.000,3.038,0.112
919.001,0.000,3.039,0.046
919.059,-1.000,3.040,0.108
919.117,-7.000,3.041,0.316
919.175,2.000,3.042,0.289
919.233,6.000,3.043,0.211
919.291,-1.000,3.045,0.174
919.349,16.000,3.046,0.238
919.408,7.000,3.047,0.037
919.466,3.000,3.048,0.386
919.524,16.000,3.049,0.219
919.582,-9.000,3.050,0.421
919.639,4.000,3.051,0.207
919.697,-20.000,3.052,0.035
919.755,-5.000,3.053,0.080
919.813,21.000,3.054,0.224
919.871,15.000,3.055,0.415
919.929,5.000,3.056,0.312
919.987,7.000,3.057,0.300
920.045,18.000,3.058,0.310
920.102,-18.000,3.060,0.452
920.160,38.000,3.061,0.273
920.218,11.000,3.062,0.029
920.276,13.000,3.063,0.110
920.333,3.000,3.064,0.048
920.391,-6.000,3.065,0.019
920.449,0.000,3.066,0.380
920.506,-6.000,3.067,0.430
920.564,15.000,3.068,0.149
920.621,29.000,3.069,0.033
920.679,24.000,3.070,0.210
920.736,10.000,3.071,0.167
920.794,17.000,3.072,0.114
920.851,3.000,3.073,0.246
920.909,7.000,3.075,0.131
920.966,-13.000,3.076,0.099
921.024,-1.000,3.077,0.168
921.081,17.000,3.078,0.372
921.138,-6.000,3.079,0.503
921.196,-1.000,3.080,0.107
921.253,-16.000,3.081,0.046
921.310,22.000,3.082,0.352
921.368,-11.000,3.083,0.367
921.425,2.000,3.084,0.129
921.482,6.000,3.085,0.145
921.539,6.000,3.086,0.327
921.597,17.000,3.087,0.124
921.654,5.000,3.088,0.451
921.711,8.000,3.090,0.143
921.768,1.000,3.091,0.001
921.825,-4.000,3.092,0.255
921.882,24.000,3.093,0.105
921.939,4.000,3.094,0.692
921.996,-12.000,3.095,0.042
922.053,-12.000,3.096,0.636
922.110,1.000,3.097,0.158
922.167,17.000,3.098,0.114
922.224,-12.000,3.099,0.039
922.281,16.000,3.100,0.134
922.338,24.000,3.101,0.170
922.395,20.000,3.102,0.089
922.452,8.000,3.103,0.119
922.508,13.000,3.105,0.077
922.565,-4.000,3.106,0.044
922.622,17.000,3.107,0.262
922.679,7.000,3.108,0.001
922.736,21.000,3.109,0.547
922.792,16.000,3.110,0.053
922.849,28.000,3.111,0.013
922.906,-17.000,3.112,0.078
922.962,-27.000,3.113,0.157
923.019,11.000,3.114,0.274
923.075,8.000,3.115,0.279
923.132,14.000,3.116,0.395
923.189,19.000,3.117,0.279
923.245,0.000,3.119,0.239
923.302,12.000,3.120,0.066
923.358,8.000,3.121,0.143
923.415,9.000,3.122,0.335
923.471,13.000,3.123,0.050
923.527,1.000,3.124,0.413
923.584,22.000,3.125,0.066
923.640,-1.000,3.126,0.203
923.696,14.000,3.127,0.156
923.753,22.000,3.128,0.067
923.809,-7.000,3.129,0.063
923.865,10.000,3.130,0.090
923.922,12.000,3.131,0.059
923.978,3.000,3.132,0.123
924.034,10.000,3.134,0.306
924.090,4.000,3.135,0.052
924.146,-4.000,3.136,0.526
924.203,17.000,3.137,0.041
924.259,12.000,3.138,0.161
924.315,9.000,3.139,0.225
924.371,10.000,3.140,0.218
924.427,19.000,3.141,0.166
924.483,8.000,3.142,0.041
924.539,-11.000,3.143,0.170
924.595,19.000,3.144,0.142
924.651,-7.000,3.145,0.042
924.707,9.000,3.146,0.157
924.763,-7.000,3.147,0.059
924.819,-8.000,3.149,0.001
924.874,15.000,3.150,0.323
924.930,13.000,3.151,0.165
924.986,1.000,3.152,0.233
925.042,-5.000,3.153,0.286
925.098,34.000,3.154,0.057
925.153,-11.000,3.155,0.381
925.209,13.000,3.156,0.132
925.265,14.000,3.157,0.079
925.321,13.000,3.158,0.119
925.376,-6.000,3.159,0.049
925.432,-13.000,3.160,0.081
925.487,-3.000,3.161,0.062
925.543,-19.000,3.162,0.069
925.599,-28.000,3.164,0.345
925.654,16.000,3.165,0.067
925.710,13.000,3.166,0.335
925.765,-5.000,3.167,0.254
925.821,7.000,3.168,0.180
925.876,17.000,3.169,0.064
925.932,24.000,3.170,0.304
925.987,26.000,3.171,0.141
926.042,-6.000,3.172,0.437
926.098,2.000,3.173,0.092
926.153,-4.000,3.174,0.392
926.208,13.000,3.175,0.367
926.264,-4.000,3.176,0.023
926.319,2.000,3.177,0.151
926.374,14.000,3.179,0.226
926.429,12.000,3.180,0.060
926.485,9.000,3.181,0.208
926.540,-17.000,3.182,0.406
926.595,-3.000,3.183,0.125
926.650,-22.000,3.184,0.183
926.705,-4.000,3.185,0.341
926.760,19.000,3.186,0.055
926.815,3.000,3.187,0.119
926.871,14.000,3.188,0.340
926.926,4.000,3.189,0.073
926.981,10.000,3.190,0.086
927.036,-10.000,3.191,0.072
927.090,19.000,3.192,0.256
927.145,-7.000,3.194,0.113
927.200,19.000,3.195,0.134
927.255,-14.000,3.196,0.104
927.310,-22.000,3.197,0.094
927.365,4.000,3.198,0.108
927.420,22.000,3.199,0.095
927.475,18.000,3.200,0.290
927.529,15.000,3.201,0.184
927.584,-20.000,3.202,0.021
927.639,-12.000,3.203,0.047
927.694,-4.000,3.204,0.047
927.748,4.000,3.205,0.060
927.803,0.000,3.206,0.083
927.857,35.000,3.207,0.563
927.912,25.000,3.209,0.034
927.967,7.000,3.210,0.272
928.021,-3.000,3.211,0.058
928.076,1.000,3.212,0.174
928.130,13.000,3.213,0.199
928.185,-4.000,3.214,0.129
928.239,-18.000,3.215,0.018
928.294,10.000,3.216,0.369
928.348,26.000,3.217,0.591
928.403,14.000,3.218,0.103
928.457,13.000,3.219,0.111
928.511,-6.000,3.220,0.241
928.566,0.000,3.221,0.012
928.620,14.000,3.222,0.451
928.674,12.000,3.224,0.199
928.729,-10.000,3.225,0.129
928.783,-5.000,3.226,0.100
928.837,1.000,3.227,0.238
928.891,16.000,3.228,0.096
928.946,15.000,3.229,0.180
929.000,21.000,3.230,0.177
929.054,18.000,3.231,0.244
929.108,20.000,3.232,0.555
929.162,-7.000,3.233,0.006
929.216,6.000,3.234,0.518
929.270,12.000,3.235,0.307
929.324,-1.000,3.236,0.470
929.378,-11.000,3.237,0.097
929.432,-21.000,3.239,0.041
929.486,3.000,3.240,0.557
929.540,41.000,3.241,0.076
929.594,33.000,3.242,0.215
929.648,35.000,3.243,0.137
929.702,-5.000,3.244,0.284
929.756,1.000,3.245,0.056
929.809,-11.000,3.246,0.007
929.863,-6.000,3.247,0.097
929.917,-15.000,3.248,0.076
929.971,9.000,3.249,0.085
930.024,5.000,3.250,0.052
930.078,4.000,3.251,0.430
930.132,7.000,3.252,0.397
930.185,9.000,3.254,0.168
930.239,3.000,3.255,0.007
930.293,-2.000,3.256,0.625
930.346,19.000,3.257,0.031
930.400,20.000,3.258,0.040
930.453,11.000,3.259,0.081
930.507,6.000,3.260,0.355
930.560,-4.000,3.261,0.113
930.614,-5.000,3.262,0.109
930.667,-7.000,3.263,0.274
930.721,10.000,3.264,0.001
930.774,2.000,3.265,0.147
930.828,6.000,3.266,0.074
930.881,7.000,3.267,0.080
930.934,10.000,3.269,0.186
930.988,17.000,3.270,0.404
931.041,-11.000,3.271,0.516
931.094,6.000,3.272,0.350
931.147,-3.000,3.273,0.058
931.201,-5.000,3.274,0.328
931.254,10.000,3.275,0.113
931.307,40.000,3.276,0.116
931.360,18.000,3.277,0.458
931.413,22.000,3.278,0.356
931.466,-1.000,3.279,0.691
931.520,9.000,3.280,0.469
931.573,19.000,3.281,0.285
931.626,4.000,3.282,0.167
931.679,17.000,3.284,0.132
931.732,7.000,3.285,0.414
931.785,30.000,3.286,0.099
931.838,-1.000,3.287,0.303
931.891,14.000,3.288,0.136
931.943,-2.000,3.289,0.040
931.996,8.000,3.290,0.018
932.049,-2.000,3.291,0.110
932.102,-9.000,3.292,0.262
932.155,-9.000,3.293,0.258
932.208,2.000,3.294,0.278
932.260,-3.000,3.295,0.588
932.313,-10.000,3.296,0.298
932.366,14.000,3.297,0.114
932.419,-4.000,3.299,0.070
932.471,40.000,3.300,0.030
932.524,23.000,3.301,0.152
932.577,14.000,3.302,0.097
932.629,10.000,3.303,0.070
932.682,8.000,3.304,0.054
932.734,16.000,3.305,0.094
932.787,-3.000,3.306,0.214
932.840,-1.000,3.307,0.052
932.892,8.000,3.308,0.474
932.944,7.000,3.309,0.148
932.997,-15.000,3.310,0.060
933.049,0.000,3.311,0.059
933.102,-4.000,3.312,0.073
933.154,3.000,3.314,0.341
933.207,2.000,3.315,0.079
933.259,8.000,3.316,0.226
933.311,-5.000,3.317,0.070
933.363,-1.000,3.318,0.198
933.416,4.000,3.319,0.017
933.468,-6.000,3.320,0.248
933.520,5.000,3.321,0.299
933.572,6.000,3.322,0.260
933.625,-16.000,3.323,0.169
933.677,-16.000,3.324,0.169
933.729,0.000,3.325,0.178
933.781,-12.000,3.326,0.108
933.833,-6.000,3.327,0.232
933.885,-9.000,3.329,0.057
933.937,10.000,3.330,0.200
933.989,18.000,3.331,0.390
934.041,-2.000,3.332,0.176
934.093,-3.000,3.333,0.190
934.145,5.000,3.334,0.061
934.197,10.000,3.335,0.145
934.249,-12.000,3.336,0.506
934.301,-9.000,3.337,0.172
934.353,4.000,3.338,0.317
934.405,5.000,3.339,0.057
934.456,4.000,3.340,0.163
934.508,8.000,3.341,0.245
934.560,3.000,3.342,0.008
934.612,-2.000,3.344,0.613
934.664,-7.000,3.345,0.132
934.715,-3.000,3.346,0.263
934.767,23.000,3.347,0.181
934.819,4.000,3.348,0.025
934.870,13.000,3.349,0.363
934.922,4.000,3.350,0.209
934.973,3.000,3.351,0.671
935.025,-3.000,3.352,0.302
935.077,9.000,3.353,0.319
935.128,4.000,3.354,0.206
935.180,1.000,3.355,0.472
935.231,28.000,3.356,0.069
935.282,-21.000,3.357,0.223
935.334,3.000,3.359,0.333
935.385,-20.000,3.360,0.374
935.437,2.000,3.361,0.062
935.488,-1.000,3.362,0.121
935.539,5.000,3.363,0.296
935.591,16.000,3.364,0.229
935.642,-6.000,3.365,0.008
935.693,-5.000,3.366,0.076
935.745,12.000,3.367,0.282
935.796,-9.000,3.368,0.047
935.847,0.000,3.369,0.174
935.898,7.000,3.370,0.063
935.949,-1.000,3.371,0.078
936.000,7.000,3.372,0.257
936.052,-4.000,3.374,0.018
936.103,30.000,3.375,0.112
936.154,5.000,3.376,0.459
936.205,-1.000,3.377,0.083
936.256,14.000,3.378,0.311
936.307,11.000,3.379,0.310
936.358,-16.000,3.380,0.035
936.409,18.000,3.381,0.117
936.460,-10.000,3.382,0.120
936.511,10.000,3.383,0.183
936.561,-2.000,3.384,0.335
936.612,11.000,3.385,0.127
936.663,21.000,3.386,0.269
936.714,28.000,3.387,0.378
936.765,16.000,3.389,0.045
936.816,15.000,3.390,0.008
936.866,-8.000,3.391,0.346
936.917,18.000,3.392,0.006
936.968,-16.000,3.393,0.010
937.018,0.000,3.394,0.629
937.069,6.000,3.395,0.080
937.120,15.000,3.396,0.243
937.170,-8.000,3.397,0.149
937.221,7.000,3.398,0.194
937.271,-19.000,3.399,0.140
937.322,1.000,3.400,0.205
937.373,-17.000,3.401,0.379
937.423,13.000,3.402,0.143
937.473,27.000,3.404,0.057
937.524,17.000,3.405,0.154
937.574,-2.000,3.406,0.253
937.625,22.000,3.407,0.172
937.675,4.000,3.408,0.005
937.726,24.000,3.409,0.381
937.776,6.000,3.410,0.430
937.826,-4.000,3.411,0.322
937.876,1.000,3.412,0.182
937.927,-1.000,3.413,0.649
937.977,8.000,3.414,0.151
938.027,3.000,3.415,0.221
938.077,5.000,3.416,0.130
938.128,-8.000,3.417,0.031
938.178,-5.000,3.419,0.232
938.228,-4.000,3.420,0.587
938.278,8.000,3.421,0.051
938.328,-2.000,3.422,0.259
938.378,1.000,3.423,0.049
938.428,5.000,3.424,0.285
938.478,29.000,3.425,0.393
938.528,23.000,3.426,0.232
938.578,5.000,3.427,0.143
938.628,24.000,3.428,0.123
938.678,0.000,3.429,0.091
938.728,16.000,3.430,0.050
938.778,28.000,3.431,0.077
938.828,8.000,3.432,0.046
938.878,11.000,3.434,0.183
938.927,-5.000,3.435,0.017
938.977,10.000,3.436,0.255
939.027,4.000,3.437,0.294
939.077,-4.000,3.438,0.262
939.126,22.000,3.439,0.261
939.176,-7.000,3.440,0.234
939.226,11.000,3.441,0.174
939.276,-1.000,3.442,0.319
939.325,12.000,3.443,0.258
939.375,17.000,3.444,0.329
939.424,29.000,3.445,0.265
939.474,-2.000,3.446,0.166
939.523,15.000,3.447,0.464
939.573,10.000,3.449,0.082
939.622,-3.000,3.450,0.046
939.672,-8.000,3.451,0.230
939.721,20.000,3.452,0.353
939.771,-11.000,3.453,0.054
939.820,-7.000,3.454,0.424
939.870,-6.000,3.455,0.235
939.919,14.000,3.456,0.023
939.968,14.000,3.457,0.111
940.018,7.000,3.458,0.022
940.067,13.000,3.459,0.100
940.116,1.000,3.460,0.126
940.165,-5.000,3.461,0.024
940.215,-16.000,3.463,0.255
940.264,11.000,3.464,0.014
940.313,6.000,3.465,0.048
940.362,5.000,3.466,0.366
940.411,19.000,3.467,0.133
940.460,14.000,3.468,0.209
940.510,4.000,3.469,0.117
940.559,1.000,3.470,0.351
940.608,11.000,3.471,0.022
940.657,10.000,3.472,0.111
940.706,-20.000,3.473,0.017
940.755,-17.000,3.474,0.212
940.804,-5.000,3.475,0.067
940.853,21.000,3.476,0.407
940.901,-1.000,3.478,0.145
940.950,4.000,3.479,0.041
940.999,20.000,3.480,0.253
941.048,6.000,3.481,0.072
941.097,22.000,3.482,0.513
941.146,-2.000,3.483,0.253
941.194,6.000,3.484,0.129
941.243,1.000,3.485,0.376
941.292,-5.000,3.486,0.201
941.341,9.000,3.487,0.092
941.389,7.000,3.488,0.367
941.438,14.000,3.489,0.087
941.487,12.000,3.490,0.020
941.535,3.000,3.491,0.243
941.584,-12.000,3.493,0.029
941.632,21.000,3.494,0.347
941.681,18.000,3.495,0.054
941.729,5.000,3.496,0.172
941.778,17.000,3.497,0.285
941.826,-2.000,3.498,0.281
941.875,4.000,3.499,0.205
941.923,0.000,3.500,0.515
941.972,11.000,3.501,0.393
942.020,-10.000,3.502,0.205
942.068,4.000,3.503,0.618
942.117,13.000,3.504,0.636
942.165,-11.000,3.505,0.107
942.213,2.000,3.506,0.188
942.262,-7.000,3.508,0.448
942.310,12.000,3.509,0.386
942.358,-2.000,3.510,0.129
942.406,4.000,3.511,0.248
942.455,-13.000,3.512,0.057
942.503,1.000,3.513,0.756
942.551,1.000,3.514,0.048
942.599,8.000,3.515,0.090
942.647,27.000,3.516,0.083
942.695,9.000,3.517,0.250
942.743,13.000,3.518,0.019
942.791,11.000,3.519,0.053
942.839,13.000,3.520,0.072
942.887,6.000,3.521,0.048
942.935,12.000,3.523,0.068
942.983,22.000,3.524,0.268
943.031,20.000,3.525,0.207
943.079,30.000,3.526,0.062
943.127,-7.000,3.527,0.172
943.174,14.000,3.528,0.101
943.222,15.000,3.529,0.131
943.270,-1.000,3.530,0.069
943.318,25.000,3.531,0.077
943.366,17.000,3.532,0.083
943.413,1.000,3.533,0.132
943.461,5.000,3.534,0.013
943.509,-1.000,3.535,0.104
943.556,12.000,3.536,0.033
943.604,-6.000,3.538,0.271
943.652,-4.000,3.539,0.136
943.699,-23.000,3.540,0.184
943.747,-5.000,3.541,0.117
943.794,11.000,3.542,0.081
943.842,1.000,3.543,0.283
943.889,-7.000,3.544,0.112
943.937,-29.000,3.545,0.108
943.984,-2.000,3.546,0.227
944.032,0.000,3.547,0.135
944.079,1.000,3.548,0.037
944.126,24.000,3.549,0.417
944.174,-2.000,3.550,0.271
944.221,0.000,3.551,0.172
944.268,-7.000,3.553,0.081
944.316,-15.000,3.554,0.188
944.363,7.000,3.555,0.180
944.410,-7.000,3.556,0.017
944.458,0.000,3.557,0.010
944.505,-12.000,3.558,0.316
944.552,5.000,3.559,0.299
944.599,2.000,3.560,0.031
944.646,5.000,3.561,0.025
944.693,1.000,3.562,0.570
944.740,-16.000,3.563,0.156
944.787,3.000,3.564,0.249
944.835,19.000,3.565,0.015
944.882,-4.000,3.566,0.409
944.929,3.000,3.568,0.048
944.976,8.000,3.569,0.073
945.022,6.000,3.570,0.204
945.069,13.000,3.571,0.021
945.116,-1.000,3.572,0.067
945.163,3.000,3.573,0.377
945.210,-6.000,3.574,0.110
945.257,12.000,3.575,0.217
945.304,-19.000,3.576,0.097
945.350,-9.000,3.577,0.494
945.397,9.000,3.578,0.177
945.444,16.000,3.579,0.155
945.491,1.000,3.580,0.270
945.537,7.000,3.581,0.084
945.584,19.000,3.583,0.078
945.631,-2.000,3.584,0.103
945.677,10.000,3.585,0.078
945.724,14.000,3.586,0.519
945.771,-9.000,3.587,0.043
945.817,-4.000,3.588,0.198
945.864,17.000,3.589,0.505
945.910,16.000,3.590,0.047
945.957,34.000,3.591,0.089
946.003,-4.000,3.592,0.249
946.050,4.000,3.593,0.239
946.096,0.000,3.594,0.236
946.142,4.000,3.595,0.394
946.189,-10.000,3.596,0.459
946.235,1.000,3.598,0.042
946.282,22.000,3.599,0.363
946.328,-18.000,3.600,0.463
946.374,-11.000,3.601,0.495
946.420,14.000,3.602,0.392
946.467,13.000,3.603,0.155
946.513,-2.000,3.604,0.145
946.559,10.000,3.605,0.497
946.605,14.000,3.606,1.189
946.651,15.000,3.607,1.253
946.698,11.000,3.608,1.421
946.744,13.000,3.609,0.094
946.790,-8.000,3.610,0.925
946.836,-9.000,3.611,1.125
946.882,-3.000,3.613,2.073
946.928,-11.000,3.614,2.223
946.974,-1.000,3.615,1.965
947.020,-5.000,3.616,1.450
947.066,3.000,3.617,0.356
947.112,-1.000,3.618,0.750
947.158,-15.000,3.619,2.045
947.204,7.000,3.620,3.225
947.249,15.000,3.621,3.103
947.295,-6.000,3.622,3.228
947.341,-7.000,3.623,1.990
947.387,14.000,3.624,0.682
947.433,17.000,3.625,0.260
947.478,-2.000,3.626,2.069
947.524,6.000,3.628,3.231
947.570,-12.000,3.629,3.548
947.615,-1.000,3.630,4.169
947.661,-1.000,3.631,3.569
947.707,-13.000,3.632,2.874
947.752,8.000,3.633,2.419
