x_spektrum,y_spektrum,x_fourier_transformed,y_fourier_transformed
758.051,20.000,0.906,0.041
758.154,11.000,0.907,0.011
758.258,-3.000,0.908,0.216
758.361,1.000,0.909,0.521
758.464,18.000,0.910,0.164
758.568,-3.000,0.911,0.010
758.671,1.000,0.912,0.307
758.774,-5.000,0.913,0.215
758.878,9.000,0.914,0.413
758.981,0.000,0.915,0.218
759.084,7.000,0.916,0.140
759.188,11.000,0.917,0.353
759.291,2.000,0.918,0.000
759.394,3.000,0.919,0.037
759.497,4.000,0.921,0.167
759.600,18.000,0.922,0.331
759.703,5.000,0.923,0.230
759.807,8.000,0.924,0.169
759.910,6.000,0.925,0.122
760.013,-5.000,0.926,0.400
760.116,-11.000,0.927,0.120
760.219,-4.000,0.928,0.227
760.322,-3.000,0.929,0.145
760.425,13.000,0.930,0.179
760.528,8.000,0.931,0.335
760.631,-19.000,0.932,0.382
760.733,12.000,0.933,0.397
760.836,16.000,0.934,0.168
760.939,-3.000,0.936,0.079
761.042,-1.000,0.937,0.204
761.145,-1.000,0.938,0.127
761.248,-5.000,0.939,0.074
761.350,6.000,0.940,0.065
761.453,8.000,0.941,0.141
761.556,16.000,0.942,0.003
761.659,8.000,0.943,0.196
761.761,15.000,0.944,0.107
761.864,8.000,0.945,0.137
761.967,28.000,0.946,0.250
762.069,5.000,0.947,0.243
762.172,5.000,0.948,0.169
762.274,-9.000,0.949,0.401
762.377,3.000,0.951,0.097
762.479,11.000,0.952,0.037
762.582,14.000,0.953,0.392
762.684,1.000,0.954,0.150
762.787,13.000,0.955,0.047
762.889,-1.000,0.956,0.313
762.992,-17.000,0.957,0.080
763.094,4.000,0.958,0.308
763.196,-7.000,0.959,0.129
763.299,25.000,0.960,0.070
763.401,1.000,0.961,0.149
763.503,11.000,0.962,0.018
763.605,4.000,0.963,0.064
763.708,17.000,0.964,0.204
763.810,-16.000,0.966,0.076
763.912,-3.000,0.967,0.053
764.014,0.000,0.968,0.163
764.116,-15.000,0.969,0.015
764.219,-6.000,0.970,0.234
764.321,1.000,0.971,0.132
764.423,13.000,0.972,0.042
764.525,27.000,0.973,0.452
764.627,4.000,0.974,0.408
764.729,5.000,0.975,0.156
764.831,18.000,0.976,0.010
764.933,3.000,0.977,0.494
765.035,-5.000,0.978,0.198
765.137,13.000,0.979,0.106
765.239,-8.000,0.981,0.135
765.340,-19.000,0.982,0.023
765.442,15.000,0.983,0.159
765.544,8.000,0.984,0.242
765.646,-1.000,0.985,0.247
765.748,5.000,0.986,0.352
765.849,-9.000,0.987,0.354
765.951,1.000,0.988,0.440
766.053,21.000,0.989,0.179
766.155,17.000,0.990,0.587
766.256,5.000,0.991,0.472
766.358,3.000,0.992,0.087
766.460,13.000,0.993,0.242
766.561,4.000,0.994,0.047
766.663,6.000,0.996,0.085
766.764,4.000,0.997,0.369
766.866,8.000,0.998,0.144
766.967,27.000,0.999,0.037
767.069,-18.000,1.000,0.162
767.170,-9.000,1.001,0.251
767.272,14.000,1.002,0.002
767.373,15.000,1.003,0.034
767.475,24.000,1.004,0.282
767.576,18.000,1.005,0.001
767.677,-7.000,1.006,0.518
767.779,14.000,1.007,0.233
767.880,23.000,1.008,0.012
767.981,7.000,1.009,0.064
768.082,16.000,1.011,0.211
768.184,-6.000,1.012,0.068
768.285,-6.000,1.013,0.434
768.386,13.000,1.014,0.309
768.487,27.000,1.015,0.181
768.588,4.000,1.016,0.127
768.690,14.000,1.017,0.162
768.791,7.000,1.018,0.046
768.892,3.000,1.019,0.245
768.993,12.000,1.020,0.067
769.094,9.000,1.021,0.132
769.195,8.000,1.022,0.137
769.296,5.000,1.023,0.066
769.397,26.000,1.024,0.505
769.498,30.000,1.026,0.330
769.599,18.000,1.027,0.061
769.700,15.000,1.028,0.001
769.800,-11.000,1.029,0.163
769.901,4.000,1.030,0.081
770.002,19.000,1.031,0.092
770.103,-5.000,1.032,0.047
770.204,1.000,1.033,0.032
770.304,-10.000,1.034,0.097
770.405,26.000,1.035,0.438
770.506,-5.000,1.036,0.431
770.607,23.000,1.037,0.101
770.707,2.000,1.038,0.081
770.808,8.000,1.040,0.200
770.909,35.000,1.041,0.102
771.009,11.000,1.042,0.154
771.110,-8.000,1.043,0.316
771.210,8.000,1.044,0.298
771.311,-24.000,1.045,0.075
771.411,14.000,1.046,0.399
771.512,-15.000,1.047,0.196
771.612,12.000,1.048,0.168
771.713,7.000,1.049,0.156
771.813,14.000,1.050,0.064
771.914,-18.000,1.051,0.076
772.014,-4.000,1.052,0.154
772.114,16.000,1.053,0.021
772.215,2.000,1.055,0.009
772.315,9.000,1.056,0.165
772.415,-14.000,1.057,0.164
772.515,26.000,1.058,0.102
772.616,-12.000,1.059,0.058
772.716,26.000,1.060,0.295
772.816,-3.000,1.061,0.054
772.916,-7.000,1.062,0.320
773.016,-2.000,1.063,0.089
773.117,-6.000,1.064,0.270
773.217,-2.000,1.065,0.225
773.317,6.000,1.066,0.096
773.417,11.000,1.067,0.551
773.517,3.000,1.068,0.291
773.617,18.000,1.070,0.187
773.717,2.000,1.071,0.378
773.817,16.000,1.072,0.032
773.917,5.000,1.073,0.049
774.017,26.000,1.074,0.047
774.117,-4.000,1.075,0.227
774.216,11.000,1.076,0.037
774.316,3.000,1.077,0.061
774.416,-5.000,1.078,0.451
774.516,5.000,1.079,0.043
774.616,3.000,1.080,0.302
774.715,8.000,1.081,0.457
774.815,18.000,1.082,0.338
774.915,35.000,1.083,0.116
775.015,2.000,1.085,0.169
775.114,5.000,1.086,0.145
775.214,-5.000,1.087,0.095
775.314,-1.000,1.088,0.149
775.413,16.000,1.089,0.007
775.513,-11.000,1.090,0.063
775.612,11.000,1.091,0.023
775.712,0.000,1.092,0.281
775.811,11.000,1.093,0.060
775.911,16.000,1.094,0.231
776.010,21.000,1.095,0.342
776.110,-4.000,1.096,0.117
776.209,17.000,1.097,0.266
776.309,16.000,1.098,0.198
776.408,-6.000,1.100,0.117
776.507,15.000,1.101,0.001
776.607,3.000,1.102,0.322
776.706,-2.000,1.103,0.134
776.805,8.000,1.104,0.382
776.904,7.000,1.105,0.068
777.004,-6.000,1.106,0.184
777.103,5.000,1.107,0.043
777.202,-17.000,1.108,0.053
777.301,25.000,1.109,0.181
777.400,-8.000,1.110,0.099
777.500,-19.000,1.111,0.213
777.599,-6.000,1.112,0.022
777.698,2.000,1.113,0.020
777.797,2.000,1.115,0.117
777.896,-15.000,1.116,0.102
777.995,6.000,1.117,0.318
778.094,7.000,1.118,0.403
778.193,13.000,1.119,0.088
778.292,2.000,1.120,0.212
778.391,-1.000,1.121,0.114
778.490,12.000,1.122,0.015
778.588,-22.000,1.123,0.021
778.687,-6.000,1.124,0.123
778.786,3.000,1.125,0.325
778.885,9.000,1.126,0.176
778.984,1.000,1.127,0.141
779.082,5.000,1.128,0.165
779.181,15.000,1.130,0.133
779.280,1.000,1.131,0.086
779.379,-7.000,1.132,0.062
779.477,21.000,1.133,0.294
779.576,5.000,1.134,0.024
779.675,24.000,1.135,0.119
779.773,16.000,1.136,0.063
779.872,-2.000,1.137,0.077
779.970,-12.000,1.138,0.038
780.069,-2.000,1.139,0.097
780.167,7.000,1.140,0.168
780.266,13.000,1.141,0.050
780.364,8.000,1.142,0.009
780.463,32.000,1.143,0.257
780.561,15.000,1.145,0.258
780.660,9.000,1.146,0.078
780.758,6.000,1.147,0.139
780.856,6.000,1.148,0.217
780.955,25.000,1.149,0.232
781.053,-2.000,1.150,0.035
781.151,-14.000,1.151,0.223
781.249,11.000,1.152,0.097
781.348,23.000,1.153,0.039
781.446,-3.000,1.154,0.070
781.544,2.000,1.155,0.112
781.642,-8.000,1.156,0.004
781.740,1.000,1.157,0.304
781.838,-2.000,1.158,0.436
781.937,-16.000,1.160,0.096
782.035,19.000,1.161,0.377
782.133,6.000,1.162,0.048
782.231,4.000,1.163,0.416
782.329,-7.000,1.164,0.000
782.427,4.000,1.165,0.104
782.525,1.000,1.166,0.061
782.623,2.000,1.167,0.368
782.721,7.000,1.168,0.034
782.818,20.000,1.169,0.054
782.916,37.000,1.170,0.240
783.014,22.000,1.171,0.254
783.112,27.000,1.172,0.049
783.210,5.000,1.173,0.458
783.308,6.000,1.175,0.017
783.405,11.000,1.176,0.542
783.503,8.000,1.177,0.724
783.601,22.000,1.178,0.370
783.699,14.000,1.179,0.023
783.796,3.000,1.180,0.162
783.894,13.000,1.181,0.088
783.991,5.000,1.182,0.031
784.089,48.000,1.183,0.086
784.187,7.000,1.184,0.286
784.284,8.000,1.185,0.126
784.382,19.000,1.186,0.072
784.479,1.000,1.187,0.292
784.577,3.000,1.188,0.029
784.674,-5.000,1.190,0.145
784.772,-2.000,1.191,0.350
784.869,-14.000,1.192,0.047
784.966,4.000,1.193,0.015
785.064,9.000,1.194,0.052
785.161,3.000,1.195,0.099
785.258,-4.000,1.196,0.016
785.356,12.000,1.197,0.369
785.453,0.000,1.198,0.117
785.550,-6.000,1.199,0.321
785.648,9.000,1.200,0.301
785.745,15.000,1.201,0.171
785.842,11.000,1.202,0.091
785.939,19.000,1.203,0.212
786.036,3.000,1.205,0.054
786.133,14.000,1.206,0.307
786.231,-1.000,1.207,0.033
786.328,1.000,1.208,0.205
786.425,6.000,1.209,0.025
786.522,22.000,1.210,0.190
786.619,12.000,1.211,0.083
786.716,-7.000,1.212,0.332
786.813,8.000,1.213,0.298
786.910,14.000,1.214,0.224
787.006,-9.000,1.215,0.364
787.103,16.000,1.216,0.143
787.200,2.000,1.217,0.229
787.297,17.000,1.218,0.215
787.394,16.000,1.220,0.275
787.491,8.000,1.221,0.048
787.588,-12.000,1.222,0.299
787.684,-10.000,1.223,0.246
787.781,-5.000,1.224,0.206
787.878,4.000,1.225,0.083
787.974,-11.000,1.226,0.264
788.071,13.000,1.227,0.282
788.168,-10.000,1.228,0.027
788.264,1.000,1.229,0.108
788.361,-2.000,1.230,0.206
788.458,16.000,1.231,0.256
788.554,16.000,1.232,0.093
788.651,9.000,1.233,0.034
788.747,15.000,1.235,0.311
788.844,-15.000,1.236,0.069
788.940,16.000,1.237,0.237
789.037,11.000,1.238,0.096
789.133,7.000,1.239,0.112
789.229,11.000,1.240,0.185
789.326,16.000,1.241,0.086
789.422,-3.000,1.242,0.033
789.518,10.000,1.243,0.014
789.615,-19.000,1.244,0.124
789.711,0.000,1.245,0.172
789.807,21.000,1.246,0.173
789.903,22.000,1.247,0.087
790.000,5.000,1.248,0.197
790.096,11.000,1.250,0.439
790.192,-6.000,1.251,0.262
790.288,9.000,1.252,0.212
790.384,1.000,1.253,0.390
790.480,3.000,1.254,0.281
790.576,1.000,1.255,0.087
790.673,-5.000,1.256,0.013
790.769,19.000,1.257,0.026
790.865,14.000,1.258,0.536
790.961,11.000,1.259,0.303
791.057,5.000,1.260,0.323
791.152,-10.000,1.261,0.137
791.248,13.000,1.262,0.049
791.344,10.000,1.263,0.136
791.440,-2.000,1.265,0.055
791.536,11.000,1.266,0.496
791.632,0.000,1.267,0.162
791.728,13.000,1.268,0.010
791.823,10.000,1.269,0.140
791.919,25.000,1.270,0.179
792.015,8.000,1.271,0.178
792.111,-8.000,1.272,0.023
792.206,10.000,1.273,0.181
792.302,4.000,1.274,0.307
792.398,19.000,1.275,0.097
792.493,1.000,1.276,0.166
792.589,7.000,1.277,0.506
792.684,5.000,1.278,0.128
792.780,7.000,1.280,0.196
792.875,5.000,1.281,0.229
792.971,17.000,1.282,0.232
793.066,-5.000,1.283,0.084
793.162,6.000,1.284,0.012
793.257,7.000,1.285,0.217
793.353,-1.000,1.286,0.027
793.448,-13.000,1.287,0.009
793.544,12.000,1.288,0.037
793.639,1.000,1.289,0.139
793.734,13.000,1.290,0.537
793.830,-1.000,1.291,0.170
793.925,20.000,1.292,0.086
794.020,11.000,1.293,0.221
794.115,4.000,1.295,0.080
794.211,13.000,1.296,0.081
794.306,-1.000,1.297,0.062
794.401,12.000,1.298,0.083
794.496,29.000,1.299,0.066
794.591,13.000,1.300,0.329
794.686,-3.000,1.301,0.023
794.781,14.000,1.302,0.004
794.876,-4.000,1.303,0.238
794.971,-1.000,1.304,0.139
795.066,5.000,1.305,0.018
795.161,-9.000,1.306,0.130
795.256,-16.000,1.307,0.035
795.351,9.000,1.308,0.073
795.446,1.000,1.310,0.014
795.541,15.000,1.311,0.057
795.636,25.000,1.312,0.312
795.731,9.000,1.313,0.017
795.826,10.000,1.314,0.126
795.920,3.000,1.315,0.168
796.015,-16.000,1.316,0.129
796.110,3.000,1.317,0.017
796.205,20.000,1.318,0.300
796.299,18.000,1.319,0.177
796.394,-8.000,1.320,0.087
796.489,-7.000,1.321,0.027
796.583,8.000,1.322,0.025
796.678,9.000,1.323,0.185
796.773,-17.000,1.325,0.350
796.867,-10.000,1.326,0.170
796.962,7.000,1.327,0.337
797.056,36.000,1.328,0.134
797.151,14.000,1.329,0.076
797.245,-10.000,1.330,0.429
797.340,-10.000,1.331,0.294
797.434,5.000,1.332,0.162
797.529,-3.000,1.333,0.205
797.623,24.000,1.334,0.040
797.717,-10.000,1.335,0.303
797.812,2.000,1.336,0.472
797.906,12.000,1.337,0.168
798.000,-12.000,1.338,0.079
798.095,-18.000,1.340,0.196
798.189,-9.000,1.341,0.010
798.283,-5.000,1.342,0.079
798.377,39.000,1.343,0.002
798.472,8.000,1.344,0.491
798.566,-17.000,1.345,0.063
798.660,9.000,1.346,0.197
798.754,26.000,1.347,0.088
798.848,9.000,1.348,0.001
798.942,5.000,1.349,0.081
799.036,16.000,1.350,0.051
799.130,-4.000,1.351,0.263
799.224,7.000,1.352,0.185
799.318,-13.000,1.353,0.035
799.412,2.000,1.355,0.040
799.506,-6.000,1.356,0.294
799.600,6.000,1.357,0.059
799.694,14.000,1.358,0.176
799.788,-3.000,1.359,0.187
799.882,-7.000,1.360,0.083
799.975,-3.000,1.361,0.107
800.069,5.000,1.362,0.023
800.163,-3.000,1.363,0.127
800.257,10.000,1.364,0.311
800.351,9.000,1.365,0.419
800.444,-2.000,1.366,0.481
800.538,-13.000,1.367,0.022
800.632,19.000,1.368,0.187
800.725,-11.000,1.370,0.204
800.819,-14.000,1.371,0.384
800.912,-1.000,1.372,0.314
801.006,10.000,1.373,0.114
801.100,-8.000,1.374,0.128
801.193,-3.000,1.375,0.046
801.287,8.000,1.376,0.209
801.380,20.000,1.377,0.134
801.474,27.000,1.378,0.230
801.567,-9.000,1.379,0.074
801.660,-4.000,1.380,0.057
801.754,-3.000,1.381,0.368
801.847,7.000,1.382,0.083
801.941,18.000,1.384,0.144
802.034,15.000,1.385,0.199
802.127,18.000,1.386,0.316
802.220,18.000,1.387,0.004
802.314,16.000,1.388,0.037
802.407,1.000,1.389,0.255
802.500,-15.000,1.390,0.278
802.593,2.000,1.391,0.067
802.687,5.000,1.392,0.130
802.780,23.000,1.393,0.103
802.873,4.000,1.394,0.202
802.966,16.000,1.395,0.023
803.059,16.000,1.396,0.229
803.152,2.000,1.397,0.152
803.245,4.000,1.399,0.607
803.338,10.000,1.400,0.031
803.431,-11.000,1.401,0.252
803.524,3.000,1.402,0.280
803.617,9.000,1.403,0.197
803.710,-1.000,1.404,0.139
803.803,-1.000,1.405,0.206
803.896,19.000,1.406,0.096
803.988,41.000,1.407,0.081
804.081,19.000,1.408,0.066
804.174,9.000,1.409,0.003
804.267,-16.000,1.410,0.151
804.360,-16.000,1.411,0.207
804.452,-6.000,1.412,0.011
804.545,-3.000,1.414,0.151
804.638,16.000,1.415,0.204
804.730,-10.000,1.416,0.170
804.823,5.000,1.417,0.134
804.916,1.000,1.418,0.180
805.008,-3.000,1.419,0.226
805.101,4.000,1.420,0.263
805.193,27.000,1.421,0.153
805.286,-8.000,1.422,0.133
805.378,-5.000,1.423,0.307
805.471,0.000,1.424,0.240
805.563,2.000,1.425,0.132
805.656,-5.000,1.426,0.278
805.748,-1.000,1.427,0.479
805.841,18.000,1.429,0.211
805.933,24.000,1.430,0.163
806.025,21.000,1.431,0.026
806.118,-4.000,1.432,0.232
806.210,24.000,1.433,0.187
806.302,3.000,1.434,0.087
806.394,5.000,1.435,0.068
806.487,30.000,1.436,0.034
806.579,20.000,1.437,0.028
806.671,16.000,1.438,0.078
806.763,34.000,1.439,0.212
806.855,-11.000,1.440,0.049
806.948,21.000,1.441,0.151
807.040,11.000,1.442,0.113
807.132,-5.000,1.444,0.193
807.224,16.000,1.445,0.398
807.316,-2.000,1.446,0.407
807.408,12.000,1.447,0.176
807.500,21.000,1.448,0.301
807.592,27.000,1.449,0.159
807.684,10.000,1.450,0.063
807.776,8.000,1.451,0.249
807.867,13.000,1.452,0.136
807.959,29.000,1.453,0.372
808.051,1.000,1.454,0.085
808.143,11.000,1.455,0.302
808.235,27.000,1.456,0.005
808.327,11.000,1.457,0.047
808.418,27.000,1.459,0.126
808.510,35.000,1.460,0.409
808.602,4.000,1.461,0.189
808.693,5.000,1.462,0.277
808.785,16.000,1.463,0.001
808.877,15.000,1.464,0.095
808.968,21.000,1.465,0.361
809.060,16.000,1.466,0.353
809.152,21.000,1.467,0.081
809.243,6.000,1.468,0.122
809.335,33.000,1.469,0.148
809.426,26.000,1.470,0.296
809.518,27.000,1.471,0.490
809.609,12.000,1.472,0.349
809.701,23.000,1.474,0.085
809.792,29.000,1.475,0.076
809.883,24.000,1.476,0.458
809.975,13.000,1.477,0.293
810.066,43.000,1.478,0.423
810.157,28.000,1.479,0.034
810.249,24.000,1.480,0.075
810.340,23.000,1.481,0.099
810.431,17.000,1.482,0.194
810.522,26.000,1.483,0.221
810.614,42.000,1.484,0.194
810.705,16.000,1.485,0.103
810.796,48.000,1.486,0.072
810.887,43.000,1.487,0.094
810.978,26.000,1.489,0.515
811.069,38.000,1.490,0.010
811.160,58.000,1.491,0.327
811.251,40.000,1.492,0.140
811.343,34.000,1.493,0.036
811.434,46.000,1.494,0.026
811.525,68.000,1.495,0.003
811.615,52.000,1.496,0.077
811.706,51.000,1.497,0.385
811.797,44.000,1.498,0.263
811.888,50.000,1.499,0.210
811.979,59.000,1.500,0.117
812.070,74.000,1.501,0.172
812.161,52.000,1.502,0.104
812.252,80.000,1.504,0.024
812.342,47.000,1.505,0.009
812.433,76.000,1.506,0.273
812.524,80.000,1.507,0.079
812.615,98.000,1.508,0.247
812.705,70.000,1.509,0.117
812.796,106.000,1.510,0.080
812.887,87.000,1.511,0.018
812.977,90.000,1.512,0.020
813.068,94.000,1.513,0.249
813.158,81.000,1.514,0.165
813.249,85.000,1.515,0.263
813.339,107.000,1.516,0.027
813.430,107.000,1.517,0.076
813.520,114.000,1.519,0.235
813.611,122.000,1.520,0.023
813.701,99.000,1.521,0.236
813.792,157.000,1.522,0.072
813.882,131.000,1.523,0.025
813.972,119.000,1.524,0.028
814.063,131.000,1.525,0.069
814.153,107.000,1.526,0.223
814.243,143.000,1.527,0.065
814.334,145.000,1.528,0.050
814.424,157.000,1.529,0.270
814.514,150.000,1.530,0.088
814.604,164.000,1.531,0.043
814.695,191.000,1.532,0.139
814.785,169.000,1.534,0.059
814.875,191.000,1.535,0.630
814.965,182.000,1.536,0.029
815.055,202.000,1.537,0.107
815.145,196.000,1.538,0.133
815.235,224.000,1.539,0.148
815.325,220.000,1.540,0.043
815.415,229.000,1.541,0.022
815.505,222.000,1.542,0.087
815.595,224.000,1.543,0.125
815.685,266.000,1.544,0.419
815.775,232.000,1.545,0.115
815.865,268.000,1.546,0.168
815.955,276.000,1.547,0.036
816.045,296.000,1.549,0.371
816.134,316.000,1.550,0.529
816.224,321.000,1.551,0.077
816.314,341.000,1.552,0.014
816.404,370.000,1.553,0.433
816.494,312.000,1.554,0.037
816.583,324.000,1.555,0.250
816.673,365.000,1.556,0.026
816.763,361.000,1.557,0.314
816.852,383.000,1.558,0.160
816.942,410.000,1.559,0.054
817.031,425.000,1.560,0.276
817.121,424.000,1.561,0.103
817.211,463.000,1.562,0.067
817.300,486.000,1.564,0.111
817.390,493.000,1.565,0.337
817.479,496.000,1.566,0.025
817.568,536.000,1.567,0.014
817.658,518.000,1.568,0.055
817.747,531.000,1.569,0.135
817.837,551.000,1.570,0.061
817.926,549.000,1.571,0.143
818.015,573.000,1.572,0.068
818.105,588.000,1.573,0.139
818.194,585.000,1.574,0.180
818.283,608.000,1.575,0.297
818.373,650.000,1.576,0.016
818.462,675.000,1.577,0.007
818.551,671.000,1.579,0.082
818.640,690.000,1.580,0.393
818.729,660.000,1.581,0.091
818.819,664.000,1.582,0.188
818.908,673.000,1.583,0.159
818.997,699.000,1.584,0.058
819.086,709.000,1.585,0.004
819.175,732.000,1.586,0.269
819.264,756.000,1.587,0.145
819.353,791.000,1.588,0.058
819.442,798.000,1.589,0.332
819.531,822.000,1.590,0.126
819.620,811.000,1.591,0.010
819.709,863.000,1.592,0.033
819.798,839.000,1.594,0.011
819.886,853.000,1.595,0.058
819.975,889.000,1.596,0.110
820.064,868.000,1.597,0.172
820.153,909.000,1.598,0.067
820.242,926.000,1.599,0.251
820.330,947.000,1.600,0.030
820.419,1.003.000,1.601,0.290
820.508,1.049.000,1.602,0.155
820.597,1.076.000,1.603,0.003
820.685,1.104.000,1.604,0.106
820.774,1.109.000,1.605,0.464
820.862,1.149.000,1.606,0.168
820.951,1.165.000,1.607,0.016
821.040,1.177.000,1.609,0.024
821.128,1.194.000,1.610,0.345
821.217,1.225.000,1.611,0.200
821.305,1.236.000,1.612,0.162
821.394,1.275.000,1.613,0.137
821.482,1.317.000,1.614,0.328
821.571,1.370.000,1.615,0.134
821.659,1.366.000,1.616,0.094
821.747,1.446.000,1.617,0.124
821.836,1.449.000,1.618,0.066
821.924,1.472.000,1.619,0.159
822.012,1.494.000,1.620,0.071
822.101,1.484.000,1.621,0.031
822.189,1.483.000,1.622,0.151
822.277,1.497.000,1.624,0.170
822.365,1.510.000,1.625,0.027
822.454,1.524.000,1.626,0.101
822.542,1.558.000,1.627,0.085
822.630,1.582.000,1.628,0.215
822.718,1.617.000,1.629,0.310
822.806,1.684.000,1.630,0.505
822.894,1.705.000,1.631,0.089
822.982,1.726.000,1.632,0.134
823.071,1.687.000,1.633,0.086
823.159,1.723.000,1.634,0.125
823.247,1.708.000,1.635,0.100
823.335,1.687.000,1.636,0.004
823.422,1.639.000,1.637,0.369
823.510,1.675.000,1.639,0.270
823.598,1.655.000,1.640,0.135
823.686,1.671.000,1.641,0.349
823.774,1.705.000,1.642,0.001
823.862,1.743.000,1.643,0.420
823.950,1.852.000,1.644,0.145
824.038,1.818.000,1.645,0.140
824.125,1.839.000,1.646,0.011
824.213,1.853.000,1.647,0.353
824.301,1.841.000,1.648,0.297
824.389,1.808.000,1.649,0.355
824.476,1.778.000,1.650,0.121
824.564,1.814.000,1.651,0.093
824.651,1.787.000,1.652,0.132
824.739,1.815.000,1.654,0.249
824.827,1.832.000,1.655,0.104
824.914,1.877.000,1.656,0.169
825.002,1.899.000,1.657,0.292
825.089,1.954.000,1.658,0.022
825.177,2.023.000,1.659,0.262
825.264,2.050.000,1.660,0.319
825.352,2.096.000,1.661,0.017
825.439,2.080.000,1.662,0.177
825.527,2.108.000,1.663,0.098
825.614,2.023.000,1.664,0.145
825.701,2.041.000,1.665,0.226
825.789,2.021.000,1.666,0.159
825.876,2.060.000,1.667,0.331
825.963,2.099.000,1.669,0.080
826.051,2.176.000,1.670,0.032
826.138,2.203.000,1.671,0.129
826.225,2.306.000,1.672,0.212
826.312,2.327.000,1.673,0.014
826.399,2.348.000,1.674,0.233
826.487,2.418.000,1.675,0.183
826.574,2.401.000,1.676,0.123
826.661,2.387.000,1.677,0.168
826.748,2.341.000,1.678,0.177
826.835,2.307.000,1.679,0.296
826.922,2.318.000,1.680,0.240
827.009,2.332.000,1.681,0.010
827.096,2.281.000,1.682,0.283
827.183,2.357.000,1.684,0.003
827.270,2.439.000,1.685,0.003
827.357,2.425.000,1.686,0.341
827.444,2.496.000,1.687,0.453
827.531,2.568.000,1.688,0.358
827.618,2.536.000,1.689,0.505
827.705,2.539.000,1.690,0.362
827.791,2.474.000,1.691,0.041
827.878,2.443.000,1.692,0.311
827.965,2.418.000,1.693,0.121
828.052,2.355.000,1.694,0.223
828.138,2.347.000,1.695,0.167
828.225,2.334.000,1.696,0.136
828.312,2.379.000,1.697,0.347
828.398,2.401.000,1.699,0.202
828.485,2.410.000,1.700,0.167
828.572,2.451.000,1.701,0.235
828.658,2.499.000,1.702,0.046
828.745,2.449.000,1.703,0.293
828.831,2.431.000,1.704,0.037
828.918,2.434.000,1.705,0.421
829.004,2.392.000,1.706,0.035
829.091,2.335.000,1.707,0.297
829.177,2.295.000,1.708,0.230
829.264,2.251.000,1.709,0.309
829.350,2.210.000,1.710,0.158
829.437,2.280.000,1.711,0.234
829.523,2.288.000,1.712,0.175
829.609,2.317.000,1.714,0.110
829.696,2.403.000,1.715,0.095
829.782,2.415.000,1.716,0.133
829.868,2.444.000,1.717,0.018
829.954,2.457.000,1.718,0.020
830.041,2.426.000,1.719,0.248
830.127,2.379.000,1.720,0.108
830.213,2.374.000,1.721,0.169
830.299,2.345.000,1.722,0.203
830.385,2.327.000,1.723,0.347
830.471,2.261.000,1.724,0.200
830.558,2.321.000,1.725,0.248
830.644,2.367.000,1.726,0.198
830.730,2.400.000,1.728,0.207
830.816,2.443.000,1.729,0.070
830.902,2.489.000,1.730,0.292
830.988,2.526.000,1.731,0.467
831.074,2.590.000,1.732,0.204
831.160,2.611.000,1.733,0.196
831.245,2.572.000,1.734,0.179
831.331,2.542.000,1.735,0.083
831.417,2.538.000,1.736,0.042
831.503,2.477.000,1.737,0.222
831.589,2.436.000,1.738,0.060
831.675,2.458.000,1.739,0.138
831.760,2.455.000,1.740,0.278
831.846,2.492.000,1.741,0.033
831.932,2.499.000,1.743,0.246
832.018,2.530.000,1.744,0.247
832.103,2.580.000,1.745,0.101
832.189,2.550.000,1.746,0.060
832.275,2.598.000,1.747,0.093
832.360,2.607.000,1.748,0.136
832.446,2.518.000,1.749,0.028
832.531,2.468.000,1.750,0.226
832.617,2.369.000,1.751,0.058
832.702,2.319.000,1.752,0.150
832.788,2.355.000,1.753,0.054
832.873,2.254.000,1.754,0.280
832.959,2.274.000,1.755,0.042
833.044,2.276.000,1.756,0.283
833.130,2.355.000,1.758,0.097
833.215,2.341.000,1.759,0.213
833.301,2.330.000,1.760,0.058
833.386,2.280.000,1.761,0.430
833.471,2.323.000,1.762,0.325
833.556,2.262.000,1.763,0.217
833.642,2.232.000,1.764,0.195
833.727,2.149.000,1.765,0.108
833.812,2.109.000,1.766,0.271
833.897,2.043.000,1.767,0.207
833.983,2.018.000,1.768,0.300
834.068,2.013.000,1.769,0.037
834.153,2.022.000,1.770,0.107
834.238,1.987.000,1.771,0.195
834.323,2.021.000,1.773,0.198
834.408,2.078.000,1.774,0.433
834.493,2.100.000,1.775,0.055
834.578,2.069.000,1.776,0.012
834.663,2.031.000,1.777,0.223
834.748,2.028.000,1.778,0.017
834.833,1.977.000,1.779,0.162
834.918,1.960.000,1.780,0.034
835.003,1.928.000,1.781,0.277
835.088,1.928.000,1.782,0.078
835.173,1.888.000,1.783,0.001
835.258,1.883.000,1.784,0.038
835.342,1.908.000,1.785,0.043
835.427,1.940.000,1.786,0.350
835.512,1.949.000,1.788,0.042
835.597,1.983.000,1.789,0.174
835.682,2.056.000,1.790,0.246
835.766,2.079.000,1.791,0.092
835.851,2.022.000,1.792,0.075
835.936,2.016.000,1.793,0.072
836.020,1.988.000,1.794,0.088
836.105,1.954.000,1.795,0.044
836.189,1.927.000,1.796,0.172
836.274,1.895.000,1.797,0.166
836.359,1.899.000,1.798,0.018
836.443,1.870.000,1.799,0.268
836.528,1.882.000,1.800,0.382
836.612,1.913.000,1.801,0.193
836.696,1.929.000,1.803,0.268
836.781,1.938.000,1.804,0.280
